Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
C6880-X-LE-16P10G,,Switch,Portanzahl,16,3,Wertliste,Attribut
C6880-X-LE-16P10G,,Switch,Port-Konfiguration,16× 10G/1G-SFP+,4,Wertliste,Attribut
C6880-X-LE-16P10G,,Switch,Switching-Kapazität,220 Gbit/s je Steckplatz (80 Gbit/s Forwarding),8,Wertliste,Attribut
C6880-X-LE-16P10G,,Switch,Modultyp,Port-Card,19,Wertliste,Attribut
C6880-X-LE-16P10G,,Switch,Kompatible Serie,Catalyst 6800-X,20,Wertliste,Attribut
C6880-X-16P10G,,Switch,Portanzahl,16,3,Wertliste,Attribut
C6880-X-16P10G,,Switch,Port-Konfiguration,16× 10G/1G-SFP+,4,Wertliste,Attribut
C6880-X-16P10G,,Switch,Switching-Kapazität,220 Gbit/s je Steckplatz (80 Gbit/s Forwarding),8,Wertliste,Attribut
C6880-X-16P10G,,Switch,Modultyp,Port-Card,19,Wertliste,Attribut
C6880-X-16P10G,,Switch,Kompatible Serie,Catalyst 6800-X,20,Wertliste,Attribut
