Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
MCP1660-W00AE30,"469,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-0.5m
MCP1660-W001E30,"500,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-1m
MCP1660-W01AE30,"531,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-1.5m
MCP1660-W002E26,"564,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-2m
MCP1660-W02AE26,"596,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-2.5m
MCP7H60-W001R30,"500,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-1m
MCP7H60-W002R26,"391,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,200G-DAC-2m
MCP7H60-W02AR26,"596,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-2.5m
MCP7F60-W001R30,"500,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-1m
MCP7F60-W002R26,"564,00","NVIDIA/Mellanox PREMIUM 1,15× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine MMA/MMS/MCP LinkX ≫ Kompatibel (EDGE/QSFPTEK €14–17 = kompatibel, ignoriert); DC/IB-Optik",geschätzt-aus-Vergleich,400G-DAC-2m
