Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Formfaktor,SFP,1,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Geschwindigkeit,1 Gbit/s,2,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Transceiver Typ,1000BASE-LX,3,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Fasertyp,Singlemode-Glasfaser (SMF),4,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Wellenlänge,1310 nm,8,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Reichweite,bis 10 km,10,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
CTP-SFP-1GE-LX,,Transceivers & SFP Modul,Standard,1000BASE-LX,14,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Formfaktor,SFP,1,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Geschwindigkeit,1 Gbit/s,2,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Transceiver Typ,1000BASE-SX,3,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Fasertyp,Multimode-Glasfaser (MMF),4,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Wellenlänge,850 nm,8,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Reichweite,bis 550 m,10,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),11,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
CTP-SFP-1GE-SX,,Transceivers & SFP Modul,Standard,1000BASE-SX,14,Wertliste,Attribut
CTP-SFP-1GE-T,,Transceivers & SFP Modul,Formfaktor,SFP,1,Wertliste,Attribut
CTP-SFP-1GE-T,,Transceivers & SFP Modul,Geschwindigkeit,1 Gbit/s,2,Wertliste,Attribut
CTP-SFP-1GE-T,,Transceivers & SFP Modul,Transceiver Typ,1000BASE-T,3,Wertliste,Attribut
CTP-SFP-1GE-T,,Transceivers & SFP Modul,Fasertyp,Twisted-Pair-Kupfer,4,Wertliste,Attribut
