Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
CTP-SFP-1GE-LX,,condition,Funktionsattribut,Wertliste,Deutsch,new
CTP-SFP-1GE-SX,,condition,Funktionsattribut,Wertliste,Deutsch,new
CTP-SFP-1GE-T,,condition,Funktionsattribut,Wertliste,Deutsch,new
RX-10KM-SFP,,condition,Funktionsattribut,Wertliste,Deutsch,new
RX-550M-SFP,,condition,Funktionsattribut,Wertliste,Deutsch,new
RX-70KM-SFP,,condition,Funktionsattribut,Wertliste,Deutsch,new
RX-FXSM-SFP,,condition,Funktionsattribut,Wertliste,Deutsch,new
RX-GET-SFP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1FE-FX,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1GE-FE-E-T,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1GE-LH,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1GE-LX,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1GE-SX,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1GE-T,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-FE20KT13R15,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-FE20KT15R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-GE10KT13R14,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-GE10KT13R15,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-GE10KT14R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-GE10KT15R13,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-GE40KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-ER,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-LRM,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFPP-10GE-SR,,condition,Funktionsattribut,Wertliste,Deutsch,new
XENPAK-1XGE-ER,,condition,Funktionsattribut,Wertliste,Deutsch,new
XENPAK-1XGE-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
XENPAK-1XGE-SR,,condition,Funktionsattribut,Wertliste,Deutsch,new
XENPAK-1XGE-ZR,,condition,Funktionsattribut,Wertliste,Deutsch,new
XFP-10GE-ER,,condition,Funktionsattribut,Wertliste,Deutsch,new
XFP-10GE-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
XFP-10GE-SR,,condition,Funktionsattribut,Wertliste,Deutsch,new
XFP-10G-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-2X400G-DR4-P,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-2X400G-FR4-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-2X400G-FR4-P,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-2X400G-LR4-10,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-2X400G-LR4-P,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-DR4-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-FR4-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-LR4-10,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-ER4-30,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-LR8-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-PLR4-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-ZR-JUNIPER,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-ZR-M,,condition,Funktionsattribut,Wertliste,Deutsch,new
QDD-400G-ZR-M-HP,,condition,Funktionsattribut,Wertliste,Deutsch,new
JCO400-QDD-ZR,,condition,Funktionsattribut,Wertliste,Deutsch,new
