Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-C2960S-48FPD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-48LPD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-24PD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-48TD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-24TD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-48FPS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-48LPS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-24PS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-48TS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-24TS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-48TS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960S-24TS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
