Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
QSFP-4SFP25-CU1M,"195,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-4SFP25-CU2M,"225,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-4SFP25-CU3M,"255,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-4SFP25-CU4M,"285,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-4SFP25-CU5M,"315,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-100G-SR4-S,"480,00",router-switch.com/qsfp-100g-sr4-s.html (genuine QSFP-100G-SR4-S),direkt,QSFP-100G-SR4-S
QSFP-100G-SL4,"480,00",router-switch.com/qsfp-100g-sr4-s.html (genuine QSFP-100G-SR4-S),direkt,QSFP-100G-SR4-S
QSFP-100G-B20U4-I,"1200,00",router-switch.com/qsfp-100g-sr4-s.html (genuine QSFP-100G-SR4-S),geschätzt-aus-Vergleich,QSFP-100G-SR4-S
QSFP-100G-B20D4-I,"1200,00",router-switch.com/qsfp-100g-sr4-s.html (genuine QSFP-100G-SR4-S),geschätzt-aus-Vergleich,QSFP-100G-SR4-S
QSFP-100G-CU1.5M,"210,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
QSFP-100G-CU2.5M,"240,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
Q-4SFP25G-CU1.5M,"210,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
Q-4SFP25G-CU2.5M,"240,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-100G-CU / 4SFP25 (Länge)
FET-40G,"280,00",itprice.com/cisco-gpl/glc-lh-smd (GLC-LH-SMD GPL-Listenpreis $1.174 → Straße ~13%),geschätzt-aus-Vergleich,FET (low-cost)
QSFP-H40G-CU0-5M,"105,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-H40G-CU
QSFP-4SFP10-CU0-5,"105,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-H40G-CU
QSFP-4X10G-AOC1M,"186,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-4X10G-AOC (Länge)
QSFP-4X10G-AOC2M,"202,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-4X10G-AOC (Länge)
QSFP-4X10G-AOC3M,"218,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-4X10G-AOC (Länge)
QSFP-4X10G-AOC5M,"250,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-4X10G-AOC (Länge)
QSFP-4X10G-AOC7M,"282,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-4X10G-AOC (Länge)
QSFP-4X10G-AOC10M,"330,00","genuine-Cisco-DAC/AOC-Markt, Länge-skaliert (Kalibrierung 10G-Klasse)",geschätzt-aus-Vergleich,QSFP-4X10G-AOC (Länge)
SFP-10G-T-X,"350,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",geschätzt-aus-Vergleich,SFP-10G-SR (10G-T)
SFP-10G-SR-I,"230,00","Senetic.de SFP-10G-SR = 198,00 EUR netto (Kalibrierungsanker, operator-verifiziert)",direkt,SFP-10G-SR
