Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
N9K-C93180YC-FX3,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Layer,L3,2,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Portanzahl,54,3,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Port-Konfiguration,48× 1/10/25G-SFP28 + 6× 40/100G-QSFP28,4,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Port-Geschwindigkeit,"1/10/25 GbE (Access), 40/100 GbE (Uplink)",5,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Uplink-Ports,6× 40/100G-QSFP28,6,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,PoE,Nein,7,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Switching-Kapazität,"3,6 Tbit/s",8,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Durchsatz,"1,2 Bpps",9,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Stromversorgung,Bis zu 2× Hot-Swap-Netzteil (N+1-redundant); 650 W AC / 930 W DC / 1200 W HVAC·HVDC,11,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Kühlung,"Hot-Swap-Lüfter (N+1-redundant, Airflow wählbar: Port-side Intake/Exhaust)",12,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Stacking,Nein,13,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
N9K-C93180YC-FX3,,Switch,Anwendung,"Data-Center 25-Gigabit-Fiber-Leaf/ToR mit PTP-Telecom-Timing; programmierbare VXLAN-BGP-EVPN-Fabric (ACI-ready) mit vPC-Hochverfügbarkeit, 128-Wege-ECMP und AI/ML-Fabric-Features",15,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Layer,L3,2,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Portanzahl,54,3,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Port-Konfiguration,48× 100M/1/10G-RJ45 (BASE-T) + 6× 40/100G-QSFP28,4,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Port-Geschwindigkeit,"100 Mbit/s / 1/10 GbE BASE-T (Access), 40/100 GbE (Uplink)",5,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Uplink-Ports,6× 40/100G-QSFP28,6,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,PoE,Nein,7,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Switching-Kapazität,"2,16 Tbit/s",8,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Durchsatz,"1,2 Bpps",9,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Stromversorgung,Bis zu 2× Hot-Swap-Netzteil (N+1-redundant); 500 W AC / 930 W DC / 1200 W HVAC·HVDC,11,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Kühlung,"Hot-Swap-Lüfter (N+1-redundant, Airflow wählbar: Port-side Intake/Exhaust)",12,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Stacking,Nein,13,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
N9K-C93108TC-FX3,,Switch,Anwendung,"Data-Center 10-Gigabit-BASE-T-Leaf/ToR; programmierbare VXLAN-BGP-EVPN-Fabric (ACI-ready) mit vPC-Hochverfügbarkeit, 128-Wege-ECMP und AI/ML-Fabric-Features",15,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Layer,L3,2,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Portanzahl,54,3,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Port-Konfiguration,"48× 100M/1/2.5/5/10G-RJ45 (mGig BASE-T, UPoE bis 60 W) + 6× 40/100G-QSFP28",4,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Port-Geschwindigkeit,"100 Mbit/s bis 10 GbE Multigigabit (Access), 40/100 GbE (Uplink)",5,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Uplink-Ports,6× 40/100G-QSFP28,6,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,PoE,Ja – bis 60 W (UPoE),7,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Switching-Kapazität,"2,16 Tbit/s",8,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Durchsatz,"1,2 Bpps",9,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Stromversorgung,Bis zu 2× Hot-Swap-Netzteil (N+1-redundant); 1100 W AC / 1900 W AC / 715 W DC,11,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Kühlung,"Hot-Swap-Lüfter (N+1-redundant, Airflow wählbar: Port-side Intake/Exhaust)",12,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Stacking,Nein,13,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
N9K-C93108TC-FX3P,,Switch,Anwendung,"Data-Center Multigigabit-PoE-Leaf für Campus-/Wireless-/AP-Aggregation; programmierbare VXLAN-BGP-EVPN-Fabric (ACI-ready) mit vPC-Hochverfügbarkeit, 128-Wege-ECMP und AI/ML-Fabric-Features",15,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Layer,L3,2,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Portanzahl,54,3,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Port-Konfiguration,48× 10M/100M/1G-RJ45 (BASE-T) + 4× 1/10/25G-SFP28 + 2× 40/100G-QSFP28,4,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Port-Geschwindigkeit,"10/100 Mbit/s / 1 GbE (Access), bis 100 GbE (Uplink)",5,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Uplink-Ports,4× 1/10/25G-SFP28 + 2× 40/100G-QSFP28,6,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,PoE,Nein,7,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Switching-Kapazität,696 Gbit/s,8,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Durchsatz,517 Mpps,9,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Stromversorgung,Bis zu 2× Hot-Swap-Netzteil (N+1-redundant); 350 W AC / 440 W DC / 350 W HVAC·HVDC,11,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Kühlung,"Hot-Swap-Lüfter (N+1-redundant, Airflow wählbar: Port-side Intake/Exhaust)",12,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Stacking,Nein,13,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
N9K-C9348GC-FX3,,Switch,Anwendung,Data-Center Gigabit-Management-/OOB-Top-of-Rack mit lokalem Switching; NX-OS-Programmierbarkeit und vPC-Hochverfügbarkeit,15,Wertliste,Attribut
N9K-C9348GC-FX3PH,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N9K-C9348GC-FX3PH,,Switch,Layer,L3,2,Wertliste,Attribut
N9K-C9348GC-FX3PH,,Switch,Portanzahl,54,3,Wertliste,Attribut
