Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
J9534A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9535A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9536A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9537A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9538A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9546A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9547A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9550A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8702A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8705A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8706A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8707A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8708A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9307A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9308A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9309A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8726A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9092A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9093A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9095A,,condition,Funktionsattribut,Wertliste,Deutsch,new
