Artikelnummer,FAQ
WS-C2960L-8TS-LL,"Wie viele Ports hat der WS-C2960L-8TS-LL?||Der WS-C2960L-8TS-LL bietet insgesamt 10 Ports: 8× 1G-RJ45 + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-8TS-LL und wie wird er verwaltet?||Der WS-C2960L-8TS-LL läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet.##Hat der WS-C2960L-8TS-LL PoE?||Nein, der WS-C2960L-8TS-LL ist ein Datenmodell ohne PoE-Einspeisung (8× 1G-RJ45 + 2× 1G-SFP).##Ist der WS-C2960L-8TS-LL stapelbar und noch aktuell?||Der WS-C2960L-8TS-LL unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-8TS-LL bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-SM-8TS,"Wie viele Ports hat der WS-C2960L-SM-8TS?||Der WS-C2960L-SM-8TS bietet insgesamt 10 Ports: 8× 1G-RJ45 + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-SM-8TS und wie wird er verwaltet?||Der WS-C2960L-SM-8TS läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet. Die -SM-Variante ist als Smart Managed Switch (Web-UI-first) positioniert – gleiche Hardware wie die -LL-Variante.##Hat der WS-C2960L-SM-8TS PoE?||Nein, der WS-C2960L-SM-8TS ist ein Datenmodell ohne PoE-Einspeisung (8× 1G-RJ45 + 2× 1G-SFP).##Ist der WS-C2960L-SM-8TS stapelbar und noch aktuell?||Der WS-C2960L-SM-8TS unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-SM-8TS bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-8PS-LL,"Wie viele Ports hat der WS-C2960L-8PS-LL?||Der WS-C2960L-8PS-LL bietet insgesamt 10 Ports: 8× 1G-RJ45 (PoE+) + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-8PS-LL und wie wird er verwaltet?||Der WS-C2960L-8PS-LL läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet.##Welches PoE-Budget hat der WS-C2960L-8PS-LL?||Der WS-C2960L-8PS-LL liefert PoE+ nach IEEE 802.3af/at (bis 30 W/Port) mit insgesamt 67 W und Perpetual PoE (PoE bleibt beim Switch-Reload erhalten) für IP-Telefone, WLAN-APs und IoT-Geräte.##Ist der WS-C2960L-8PS-LL stapelbar und noch aktuell?||Der WS-C2960L-8PS-LL unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-8PS-LL bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-SM-8PS,"Wie viele Ports hat der WS-C2960L-SM-8PS?||Der WS-C2960L-SM-8PS bietet insgesamt 10 Ports: 8× 1G-RJ45 (PoE+) + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-SM-8PS und wie wird er verwaltet?||Der WS-C2960L-SM-8PS läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet. Die -SM-Variante ist als Smart Managed Switch (Web-UI-first) positioniert – gleiche Hardware wie die -LL-Variante.##Welches PoE-Budget hat der WS-C2960L-SM-8PS?||Der WS-C2960L-SM-8PS liefert PoE+ nach IEEE 802.3af/at (bis 30 W/Port) mit insgesamt 67 W und Perpetual PoE (PoE bleibt beim Switch-Reload erhalten) für IP-Telefone, WLAN-APs und IoT-Geräte.##Ist der WS-C2960L-SM-8PS stapelbar und noch aktuell?||Der WS-C2960L-SM-8PS unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-SM-8PS bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-16TS-LL,"Wie viele Ports hat der WS-C2960L-16TS-LL?||Der WS-C2960L-16TS-LL bietet insgesamt 18 Ports: 16× 1G-RJ45 + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-16TS-LL und wie wird er verwaltet?||Der WS-C2960L-16TS-LL läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet.##Hat der WS-C2960L-16TS-LL PoE?||Nein, der WS-C2960L-16TS-LL ist ein Datenmodell ohne PoE-Einspeisung (16× 1G-RJ45 + 2× 1G-SFP).##Ist der WS-C2960L-16TS-LL stapelbar und noch aktuell?||Der WS-C2960L-16TS-LL unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-16TS-LL bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-SM-16TS,"Wie viele Ports hat der WS-C2960L-SM-16TS?||Der WS-C2960L-SM-16TS bietet insgesamt 18 Ports: 16× 1G-RJ45 + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-SM-16TS und wie wird er verwaltet?||Der WS-C2960L-SM-16TS läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet. Die -SM-Variante ist als Smart Managed Switch (Web-UI-first) positioniert – gleiche Hardware wie die -LL-Variante.##Hat der WS-C2960L-SM-16TS PoE?||Nein, der WS-C2960L-SM-16TS ist ein Datenmodell ohne PoE-Einspeisung (16× 1G-RJ45 + 2× 1G-SFP).##Ist der WS-C2960L-SM-16TS stapelbar und noch aktuell?||Der WS-C2960L-SM-16TS unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-SM-16TS bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-16PS-LL,"Wie viele Ports hat der WS-C2960L-16PS-LL?||Der WS-C2960L-16PS-LL bietet insgesamt 18 Ports: 16× 1G-RJ45 (PoE+) + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-16PS-LL und wie wird er verwaltet?||Der WS-C2960L-16PS-LL läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet.##Welches PoE-Budget hat der WS-C2960L-16PS-LL?||Der WS-C2960L-16PS-LL liefert PoE+ nach IEEE 802.3af/at (bis 30 W/Port) mit insgesamt 120 W und Perpetual PoE (PoE bleibt beim Switch-Reload erhalten) für IP-Telefone, WLAN-APs und IoT-Geräte.##Ist der WS-C2960L-16PS-LL stapelbar und noch aktuell?||Der WS-C2960L-16PS-LL unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-16PS-LL bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-SM-16PS,"Wie viele Ports hat der WS-C2960L-SM-16PS?||Der WS-C2960L-SM-16PS bietet insgesamt 18 Ports: 16× 1G-RJ45 (PoE+) + 2× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-SM-16PS und wie wird er verwaltet?||Der WS-C2960L-SM-16PS läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet. Die -SM-Variante ist als Smart Managed Switch (Web-UI-first) positioniert – gleiche Hardware wie die -LL-Variante.##Welches PoE-Budget hat der WS-C2960L-SM-16PS?||Der WS-C2960L-SM-16PS liefert PoE+ nach IEEE 802.3af/at (bis 30 W/Port) mit insgesamt 120 W und Perpetual PoE (PoE bleibt beim Switch-Reload erhalten) für IP-Telefone, WLAN-APs und IoT-Geräte.##Ist der WS-C2960L-SM-16PS stapelbar und noch aktuell?||Der WS-C2960L-SM-16PS unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-SM-16PS bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-24TS-LL,"Wie viele Ports hat der WS-C2960L-24TS-LL?||Der WS-C2960L-24TS-LL bietet insgesamt 28 Ports: 24× 1G-RJ45 + 4× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-24TS-LL und wie wird er verwaltet?||Der WS-C2960L-24TS-LL läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet.##Hat der WS-C2960L-24TS-LL PoE?||Nein, der WS-C2960L-24TS-LL ist ein Datenmodell ohne PoE-Einspeisung (24× 1G-RJ45 + 4× 1G-SFP).##Ist der WS-C2960L-24TS-LL stapelbar und noch aktuell?||Der WS-C2960L-24TS-LL unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-24TS-LL bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
WS-C2960L-SM-24TS,"Wie viele Ports hat der WS-C2960L-SM-24TS?||Der WS-C2960L-SM-24TS bietet insgesamt 28 Ports: 24× 1G-RJ45 + 4× 1G-SFP.##Welches Betriebssystem nutzt der WS-C2960L-SM-24TS und wie wird er verwaltet?||Der WS-C2960L-SM-24TS läuft unter Cisco IOS (LAN Lite) und wird über CLI, eine Web-Oberfläche (Cisco Configuration Professional), Bluetooth-Konsole und Cisco DNA Center verwaltet. Die -SM-Variante ist als Smart Managed Switch (Web-UI-first) positioniert – gleiche Hardware wie die -LL-Variante.##Hat der WS-C2960L-SM-24TS PoE?||Nein, der WS-C2960L-SM-24TS ist ein Datenmodell ohne PoE-Einspeisung (24× 1G-RJ45 + 4× 1G-SFP).##Ist der WS-C2960L-SM-24TS stapelbar und noch aktuell?||Der WS-C2960L-SM-24TS unterstützt kein Stacking und arbeitet eigenständig. Die 2960-L-Serie ist abgekündigt (End-of-Sale seit November 2022); der WS-C2960L-SM-24TS bleibt als Original-Hardware für Ersatz und Bestandserweiterung erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty."
