Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
C1300-8T-E-2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-8P-E-2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-8FP-2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-16T-2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-16P-2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-16FP-2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24T-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24P-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24FP-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-48T-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-48P-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-48FP-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-16P-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24T-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24P-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24FP-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-48T-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-48P-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-48FP-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-8MGP-2X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24MGP-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-48MGP-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-12XT-2X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-12XS,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-16XTS,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24XS,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24XT,,condition,Funktionsattribut,Wertliste,Deutsch,new
C1300-24XTS,,condition,Funktionsattribut,Wertliste,Deutsch,new
