Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
N7K-SUP1,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-SUP2,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-SUP2E,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-SUP2E,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-SUP3E,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-C7010-FAB-1,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-C7018-FAB-1,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-C7009-FAB-2,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-C7010-FAB-2,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-C7018-FAB-2,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-C7706-FAB-2,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-C7710-FAB-2,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-C7718-FAB-2,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-C7706-FAB-3,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-C7710-FAB-3,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M132XP-12,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M132XP-12L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M148GT-11,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M148GT-11L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M148GS-11,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M148GS-11L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M108X2-12,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M108X2-12L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M224XP-23L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M206FQ-23L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M202CF-22L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M348XP-25L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-M324FQ-25L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-F132XP-15,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-F248XP-25,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-F248XP-25E,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-F248XT-25E,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-F348XP-25,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-F312FQ-25,,condition,Funktionsattribut,Wertliste,Deutsch,new
N7K-F306CK-25,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-F248XP-23E,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-F348XP-23,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-F324FQ-25,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-F312CK-26,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-F430CQ-36,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-M348XP-23L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-M324FQ-25L,,condition,Funktionsattribut,Wertliste,Deutsch,new
N77-M312CQ-26L,,condition,Funktionsattribut,Wertliste,Deutsch,new
