Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
SF350-08,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF352-08,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF352-08P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF352-08MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF350-24,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF350-24P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF350-24MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF350-48,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF350-48P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF350-48MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-8PD,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-10,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-10P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-10MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG355-10P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-10SFP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-20,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-28,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-28P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-28MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-28SFP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-52,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-52P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350-52MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
