Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
SF350-08,"140,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",direkt,Operator-Floor / genuine SF350-08
SF352-08,"170,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF350-08 +GbE-Uplink
SF352-08P,"240,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF352-08 +PoE-62W
SF352-08MP,"310,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF352-08P +MP
SF350-24,"300,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF350-08 24-Port
SF350-24P,"470,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF350-24 +PoE-185W
SF350-24MP,"640,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF350-24P +MP-375W
SF350-48,"440,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF350-24 48-Port
SF350-48P,"700,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF350-48 +PoE-382W
SF350-48MP,"950,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,SF350-48P +MP-740W
SG350-8PD,"440,00","Genuine-New-Sealed SMB-EoS (Cisco 350, End-of-Sale 2021, abgelöst durch CBS350 dann Catalyst 1200/1300): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Anker SF350-08 ~€140 (Operator-Floor), SG350-52MP ~€1.550 ($1680 genuine). Refurb (stark im Umlauf) HART ignoriert. Monoton Portzahl×PoE-Stufe×Medien; FE<Gigabit bei gleicher Portzahl; SFP/mGig-Aufpreis.",geschätzt-aus-Vergleich,"mGig 2.5G+MultiGig, PoE-124W (Aufpreis)"
