Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
R8Q67A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8V08A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8Q68A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8V09A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8Q69A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8V10A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8Q70A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8V11A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8Q71A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8V12A,,condition,Funktionsattribut,Wertliste,Deutsch,new
