Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
100G-SR4-QSFP100M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-SR4BD-QSFP100M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-SWDM4-QSFP100M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-ESR4-QSFP300M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DR-QSFP500M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-CWDM2-QSFP2KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-LR4-QSFP2KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-FR-QSFP2KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
10405,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-LR-QSFP10KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-LR4-QSFP10KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-ER4LT-QSFP40KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DACP-QSFPZ5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DACP-QSFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DACP-QSFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DACP-QSFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DACP-QSFP4SFP1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DACP-QSFP4SFP3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-DACP-QSFP4SFP5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-AOC-QSFP10M-TA,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-CFP2-LR4-10KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
100G-CFP2-ER4-40KM,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-SR4-QSFP150,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-BDSR-QSFP150M,,condition,Funktionsattribut,Wertliste,Deutsch,new
40G-ESR4-QSFP400M-NT,,condition,Funktionsattribut,Wertliste,Deutsch,new
