Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
JH207A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH208A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH209A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC699A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC700A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC701A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC666A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD193B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD194B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD195A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD224A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD220A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD203B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD207A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD221A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD231A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD234A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD237A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD211B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD204B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD210A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD229B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG663A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD199B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD228B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC669A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD191A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD201A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD206A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD232A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD233A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD235A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD236A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JF290A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH214A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH430A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD205A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD230A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH210A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH431A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH211A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH212A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH213A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC792A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG373A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD252A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD254A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG372A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG639A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JD192B,,condition,Funktionsattribut,Wertliste,Deutsch,new
