Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
JH207A,,Switch,Switching-Kapazität,"1,2 Tbit/s (Fabric, IRF-only)",8,Wertliste,Attribut
JH207A,,Switch,Modultyp,Fabric/MPU (kombiniert),19,Wertliste,Attribut
JH207A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v7),20,Wertliste,Attribut
JH208A,,Switch,Modultyp,Fabric/MPU (kombiniert),19,Wertliste,Attribut
JH208A,,Switch,Kompatible Serie,HPE FlexNetwork 7502 (Comware v7),20,Wertliste,Attribut
JH209A,,Switch,Portanzahl,10,3,Wertliste,Attribut
JH209A,,Switch,Port-Konfiguration,8× 1/10GbE SFP+ + 2× 40GbE QSFP+,4,Wertliste,Attribut
JH209A,,Switch,Switching-Kapazität,"2,4 Tbit/s (Fabric)",8,Wertliste,Attribut
JH209A,,Switch,Modultyp,Fabric/MPU (kombiniert),19,Wertliste,Attribut
JH209A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v7),20,Wertliste,Attribut
JC699A,,Switch,Switching-Kapazität,384 Gbit/s (Fabric),8,Wertliste,Attribut
JC699A,,Switch,Modultyp,Fabric/MPU (kombiniert),19,Wertliste,Attribut
JC699A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500 (Comware v5, TAA)",20,Wertliste,Attribut
JC700A,,Switch,Switching-Kapazität,384 Gbit/s (Fabric),8,Wertliste,Attribut
JC700A,,Switch,Modultyp,Fabric/MPU (kombiniert),19,Wertliste,Attribut
JC700A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500 (Comware v5, TAA)",20,Wertliste,Attribut
JC701A,,Switch,Switching-Kapazität,768 Gbit/s (Fabric),8,Wertliste,Attribut
JC701A,,Switch,Modultyp,Fabric/MPU (kombiniert),19,Wertliste,Attribut
JC701A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500 (Comware v5, TAA)",20,Wertliste,Attribut
JC666A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JC666A,,Switch,Port-Konfiguration,"20× 10/100/1000BASE-T (RJ45, PoE-ready) + 4× GbE Combo",4,Wertliste,Attribut
JC666A,,Switch,PoE,"Vorbereitet für PoE (PoE-ready, Class 3 bzw. PoE+ mit optionalem Speisemodul)",7,Wertliste,Attribut
JC666A,,Switch,Switching-Kapazität,144 Gbit/s (Fabric),8,Wertliste,Attribut
JC666A,,Switch,Modultyp,Fabric/MPU (kombiniert),19,Wertliste,Attribut
JC666A,,Switch,Kompatible Serie,HPE FlexNetwork 7503-S (Comware v5),20,Wertliste,Attribut
JD193B,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JD193B,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JD194B,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JD194B,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JD195A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JD195A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JD224A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JD224A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JD220A,,Switch,Modultyp,Fabric-Modul,19,Wertliste,Attribut
JD220A,,Switch,Kompatible Serie,HPE FlexNetwork 7510 (Comware v5),20,Wertliste,Attribut
JD203B,,Switch,Portanzahl,24,3,Wertliste,Attribut
JD203B,,Switch,Port-Konfiguration,24× GbE SFP,4,Wertliste,Attribut
JD203B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD203B,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC (Comware v5)",20,Wertliste,Attribut
JD207A,,Switch,Portanzahl,12,3,Wertliste,Attribut
JD207A,,Switch,Port-Konfiguration,12× GbE SFP,4,Wertliste,Attribut
JD207A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD207A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JD221A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JD221A,,Switch,Port-Konfiguration,48× GbE SFP,4,Wertliste,Attribut
JD221A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD221A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, Enhanced (Comware v5)",20,Wertliste,Attribut
JD231A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JD231A,,Switch,Port-Konfiguration,24× GbE SFP,4,Wertliste,Attribut
JD231A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD231A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, Enhanced (Comware v5)",20,Wertliste,Attribut
JD234A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JD234A,,Switch,Port-Konfiguration,16× GbE SFP + 8× GbE Combo,4,Wertliste,Attribut
JD234A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD234A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SD (Comware v5)",20,Wertliste,Attribut
JD237A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JD237A,,Switch,Port-Konfiguration,48× GbE SFP,4,Wertliste,Attribut
JD237A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD237A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SD (Comware v5)",20,Wertliste,Attribut
JD211B,,Switch,Portanzahl,48,3,Wertliste,Attribut
JD211B,,Switch,Port-Konfiguration,48× GbE SFP,4,Wertliste,Attribut
JD211B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD211B,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC (Comware v5)",20,Wertliste,Attribut
JD204B,,Switch,Portanzahl,24,3,Wertliste,Attribut
JD204B,,Switch,Port-Konfiguration,24× 10/100/1000BASE-T (RJ45),4,Wertliste,Attribut
JD204B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD204B,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC (Comware v5)",20,Wertliste,Attribut
JD210A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JD210A,,Switch,Port-Konfiguration,"48× 10/100/1000BASE-T (RJ45, PoE-ready)",4,Wertliste,Attribut
JD210A,,Switch,PoE,"Vorbereitet für PoE (PoE-ready, Class 3 bzw. PoE+ mit optionalem Speisemodul)",7,Wertliste,Attribut
JD210A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD210A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC (Comware v5)",20,Wertliste,Attribut
JD229B,,Switch,Portanzahl,48,3,Wertliste,Attribut
JD229B,,Switch,Port-Konfiguration,"48× 10/100/1000BASE-T (RJ45, PoE+)",4,Wertliste,Attribut
JD229B,,Switch,PoE,"Ja (IEEE 802.3at PoE+, bis 30 W/Port)",7,Wertliste,Attribut
JD229B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD229B,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SD (Comware v5)",20,Wertliste,Attribut
JG663A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JG663A,,Switch,Port-Konfiguration,"48× 1000BASE-T (RJ45, PoE+)",4,Wertliste,Attribut
JG663A,,Switch,PoE,"Ja (IEEE 802.3at PoE+, bis 30 W/Port)",7,Wertliste,Attribut
JG663A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG663A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC",20,Wertliste,Attribut
JD199B,,Switch,Portanzahl,48,3,Wertliste,Attribut
JD199B,,Switch,Port-Konfiguration,"48× 10/100/1000BASE-T (RJ45, PoE-ready)",4,Wertliste,Attribut
JD199B,,Switch,PoE,"Vorbereitet für PoE (PoE-ready, Class 3 bzw. PoE+ mit optionalem Speisemodul)",7,Wertliste,Attribut
JD199B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD199B,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JD228B,,Switch,Portanzahl,48,3,Wertliste,Attribut
JD228B,,Switch,Port-Konfiguration,"40× 10/100/1000BASE-T (RJ45, PoE-ready) + 8× GbE SFP",4,Wertliste,Attribut
JD228B,,Switch,PoE,"Vorbereitet für PoE (PoE-ready, Class 3 bzw. PoE+ mit optionalem Speisemodul)",7,Wertliste,Attribut
JD228B,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD228B,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JC669A,,Switch,Portanzahl,24,3,Wertliste,Attribut
JC669A,,Switch,Port-Konfiguration,"20× 10/100/1000BASE-T (RJ45, PoE-ready) + 4× GbE Combo",4,Wertliste,Attribut
JC669A,,Switch,PoE,"Vorbereitet für PoE (PoE-ready, Class 3 bzw. PoE+ mit optionalem Speisemodul)",7,Wertliste,Attribut
JC669A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JC669A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC",20,Wertliste,Attribut
JD191A,,Switch,Portanzahl,8,3,Wertliste,Attribut
JD191A,,Switch,Port-Konfiguration,8× 10GbE XFP,4,Wertliste,Attribut
JD191A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD191A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, Extended (Comware v5)",20,Wertliste,Attribut
JD201A,,Switch,Portanzahl,2,3,Wertliste,Attribut
JD201A,,Switch,Port-Konfiguration,2× 10GbE XFP,4,Wertliste,Attribut
JD201A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD201A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC (Comware v5)",20,Wertliste,Attribut
JD206A,,Switch,Portanzahl,26,3,Wertliste,Attribut
JD206A,,Switch,Port-Konfiguration,24× 10/100/1000BASE-T (RJ45) + 2× 10GbE XFP,4,Wertliste,Attribut
JD206A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD206A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC (Comware v5)",20,Wertliste,Attribut
JD232A,,Switch,Portanzahl,4,3,Wertliste,Attribut
JD232A,,Switch,Port-Konfiguration,4× 10GbE XFP,4,Wertliste,Attribut
JD232A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD232A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, Enhanced (Comware v5)",20,Wertliste,Attribut
JD233A,,Switch,Portanzahl,2,3,Wertliste,Attribut
JD233A,,Switch,Port-Konfiguration,2× 10GbE XFP,4,Wertliste,Attribut
JD233A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD233A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, Enhanced (Comware v5)",20,Wertliste,Attribut
JD235A,,Switch,Portanzahl,4,3,Wertliste,Attribut
JD235A,,Switch,Port-Konfiguration,4× 10GbE XFP,4,Wertliste,Attribut
JD235A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD235A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, Extended (Comware v5)",20,Wertliste,Attribut
JD236A,,Switch,Portanzahl,2,3,Wertliste,Attribut
JD236A,,Switch,Port-Konfiguration,2× 10GbE XFP,4,Wertliste,Attribut
JD236A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD236A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, Extended (Comware v5)",20,Wertliste,Attribut
JF290A,,Switch,Portanzahl,8,3,Wertliste,Attribut
JF290A,,Switch,Port-Konfiguration,8× 10GbE SFP+,4,Wertliste,Attribut
JF290A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JF290A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC (Comware v5)",20,Wertliste,Attribut
JH214A,,Switch,Portanzahl,16,3,Wertliste,Attribut
JH214A,,Switch,Port-Konfiguration,16× 1/10GbE SFP+,4,Wertliste,Attribut
JH214A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH214A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SF",20,Wertliste,Attribut
JH430A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH430A,,Switch,Port-Konfiguration,48× 1/10GbE SFP/SFP+,4,Wertliste,Attribut
JH430A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH430A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, M2RSG",20,Wertliste,Attribut
JD205A,,Switch,Portanzahl,26,3,Wertliste,Attribut
JD205A,,Switch,Port-Konfiguration,24× GbE SFP + 2× 10GbE XFP,4,Wertliste,Attribut
JD205A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD205A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (Comware v5),20,Wertliste,Attribut
JD230A,,Switch,Portanzahl,26,3,Wertliste,Attribut
JD230A,,Switch,Port-Konfiguration,16× GbE SFP + 8× GbE Combo + 2× 10GbE XFP,4,Wertliste,Attribut
JD230A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JD230A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SD (Comware v5)",20,Wertliste,Attribut
JH210A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH210A,,Switch,Port-Konfiguration,44× GbE SFP + 4× 1/10GbE SFP+,4,Wertliste,Attribut
JH210A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH210A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SE",20,Wertliste,Attribut
JH431A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH431A,,Switch,Port-Konfiguration,44× GbE SFP + 4× 1/10GbE SFP/SFP+ (MACsec),4,Wertliste,Attribut
JH431A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH431A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SE (MACsec)",20,Wertliste,Attribut
JH211A,,Switch,Portanzahl,28,3,Wertliste,Attribut
JH211A,,Switch,Port-Konfiguration,24× GbE SFP + 4× 1/10GbE SFP+,4,Wertliste,Attribut
JH211A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH211A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SE",20,Wertliste,Attribut
JH212A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH212A,,Switch,Port-Konfiguration,48× 1000BASE-T (RJ45),4,Wertliste,Attribut
JH212A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH212A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SE",20,Wertliste,Attribut
JH213A,,Switch,Portanzahl,48,3,Wertliste,Attribut
JH213A,,Switch,Port-Konfiguration,"48× 1000BASE-T (RJ45, PoE+)",4,Wertliste,Attribut
JH213A,,Switch,PoE,"Ja (IEEE 802.3at PoE+, bis 30 W/Port)",7,Wertliste,Attribut
JH213A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JH213A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SE",20,Wertliste,Attribut
JC792A,,Switch,Portanzahl,4,3,Wertliste,Attribut
JC792A,,Switch,Port-Konfiguration,4× 40GbE QSFP+,4,Wertliste,Attribut
JC792A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JC792A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC",20,Wertliste,Attribut
JG373A,,Switch,Portanzahl,4,3,Wertliste,Attribut
JG373A,,Switch,Port-Konfiguration,4× 40GbE CFP,4,Wertliste,Attribut
JG373A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
JG373A,,Switch,Kompatible Serie,"HPE FlexNetwork 7500, SC",20,Wertliste,Attribut
JD252A,,Switch,Modultyp,Service-Modul,19,Wertliste,Attribut
JD252A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 (OAA-Service-Slot),20,Wertliste,Attribut
JD254A,,Switch,Modultyp,Service-Modul,19,Wertliste,Attribut
JD254A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 / 10500 (OAA-Service-Slot),20,Wertliste,Attribut
JG372A,,Switch,Modultyp,Service-Modul,19,Wertliste,Attribut
JG372A,,Switch,Kompatible Serie,HPE FlexNetwork 7500 / 10500 / 11900 (OAA-Service-Slot),20,Wertliste,Attribut
