Artikelnummer;Netto-VK
JH207A;9030,00
JH208A;6060,00
JH209A;12090,00
JC699A;7000,00
JC700A;7150,00
JC701A;8680,00
JC666A;6650,00
JD193B;5060,00
JD194B;5090,00
JD195A;5590,00
JD224A;6210,00
JD220A;7090,00
JD203B;4150,00
JD207A;3240,00
JD221A;6120,00
JD231A;4650,00
JD234A;5240,00
JD237A;6000,00
JD211B;5620,00
JD204B;4180,00
JD210A;5560,00
JD229B;8060,00
JG663A;8680,00
JD199B;6740,00
JD228B;7030,00
JC669A;5240,00
JD191A;8300,00
JD201A;4060,00
JD206A;6210,00
JD232A;6180,00
JD233A;4710,00
JD235A;6270,00
JD236A;4800,00
JF290A;8030,00
JH214A;8300,00
JH430A;18300,00
JD205A;6180,00
JD230A;7120,00
JH210A;9180,00
JH431A;11000,00
JH211A;7210,00
JH212A;7240,00
JH213A;9270,00
JC792A;12150,00
JG373A;13120,00
JD252A;7240,00
JD254A;7300,00
JG372A;12090,00
JG639A;11270,00
JD192B;1530,00
