Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
JL680A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL681A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL682A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL683A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL684A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL685A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL686A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL683B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL684B,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL686B,,condition,Funktionsattribut,Wertliste,Deutsch,new
