Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
J9986A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9986A,,Switch,Port-Konfiguration,"24× 10/100/1000 (RJ45, Class 4 PoE+, MACsec)",4,Wertliste,Attribut
J9986A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung des Chassis)",7,Wertliste,Attribut
J9986A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9986A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9986A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9987A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9987A,,Switch,Port-Konfiguration,"24× 10/100/1000 (RJ45, MACsec)",4,Wertliste,Attribut
J9987A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9987A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9987A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9988A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9988A,,Switch,Port-Konfiguration,"24× SFP (1G Glasfaser, MACsec)",4,Wertliste,Attribut
J9988A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9988A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9988A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9989A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9989A,,Switch,Port-Konfiguration,"12× 10/100/1000 (RJ45, Class 4 PoE+) + 12× SFP (1G, MACsec)",4,Wertliste,Attribut
J9989A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung des Chassis)",7,Wertliste,Attribut
J9989A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9989A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9989A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9990A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9990A,,Switch,Port-Konfiguration,"20× 10/100/1000 (RJ45, Class 4 PoE+) + 4× SFP+ (1/10G, MACsec)",4,Wertliste,Attribut
J9990A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung des Chassis)",7,Wertliste,Attribut
J9990A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9990A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9990A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9991A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9991A,,Switch,Port-Konfiguration,"20× 10/100/1000 (RJ45, Class 4 PoE+) + 4× HPE Smart Rate (1/2.5/5/10GBASE-T, Class 4 PoE+, MACsec)",4,Wertliste,Attribut
J9991A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung des Chassis)",7,Wertliste,Attribut
J9991A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9991A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9991A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9992A,,Switch,Portanzahl,21,3,Wertliste,Attribut
J9992A,,Switch,Port-Konfiguration,"20× 10/100/1000 (RJ45, Class 4 PoE+) + 1× QSFP+ (40G, MACsec)",4,Wertliste,Attribut
J9992A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung des Chassis)",7,Wertliste,Attribut
J9992A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9992A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9992A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9993A,,Switch,Portanzahl,8,3,Wertliste,Attribut
J9993A,,Switch,Port-Konfiguration,"8× SFP+ (1/10G, MACsec)",4,Wertliste,Attribut
J9993A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9993A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9993A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9995A,,Switch,Portanzahl,8,3,Wertliste,Attribut
J9995A,,Switch,Port-Konfiguration,"8× HPE Smart Rate (1/2.5/5/10GBASE-T, Class 4 PoE+, MACsec)",4,Wertliste,Attribut
J9995A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung des Chassis)",7,Wertliste,Attribut
J9995A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9995A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9995A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9996A,,Switch,Portanzahl,2,3,Wertliste,Attribut
J9996A,,Switch,Port-Konfiguration,"2× QSFP+ (40G, MACsec)",4,Wertliste,Attribut
J9996A,,Switch,Switching-Kapazität,Chassis-Fabric-vermittelt (modellspezifischer Wert nicht ausgewiesen),8,Wertliste,Attribut
J9996A,,Switch,Modultyp,Linecard,19,Wertliste,Attribut
J9996A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
J9827A,,Switch,Modultyp,Management-Modul,19,Wertliste,Attribut
J9827A,,Switch,Kompatible Serie,Aruba 5400R zl2,20,Wertliste,Attribut
