Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
DS-C9220I-4PEK9,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Portanzahl,12,3,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Port-Konfiguration,12× Fibre-Channel-Ports (SFP+),4,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Port-Geschwindigkeit,4/8/16/32 Gbit/s FC (autosensing),5,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,PoE,Nein,7,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Switching-Kapazität,"0,384 Tbit/s",8,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Bauform,Rack-Montage (1 HE),10,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Stromversorgung,"Redundant (2× Hot-Swap-Netzteil, 500 W)",11,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Kühlung,"Aktiv (Hot-Swap-Lüfter, bidirektional)",12,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Stacking,Nein,13,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
DS-C9220I-4PEK9,,Switch,Anwendung,SAN / Storage-Networking (Fibre Channel),15,Wertliste,Attribut
DS-C9250I-K9,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
DS-C9250I-K9,,Switch,Portanzahl,40,3,Wertliste,Attribut
DS-C9250I-K9,,Switch,Port-Konfiguration,40× Fibre-Channel-Ports (SFP+),4,Wertliste,Attribut
DS-C9250I-K9,,Switch,Port-Geschwindigkeit,2/4/8/16 Gbit/s FC (autosensing),5,Wertliste,Attribut
DS-C9250I-K9,,Switch,PoE,Nein,7,Wertliste,Attribut
DS-C9250I-K9,,Switch,Switching-Kapazität,"0,64 Tbit/s",8,Wertliste,Attribut
DS-C9250I-K9,,Switch,Bauform,Rack-Montage (2 HE),10,Wertliste,Attribut
DS-C9250I-K9,,Switch,Stromversorgung,"Redundant (3× Hot-Swap-Netzteil, 300 W, N+1)",11,Wertliste,Attribut
DS-C9250I-K9,,Switch,Kühlung,Aktiv (Hot-Swap-Lüfter),12,Wertliste,Attribut
DS-C9250I-K9,,Switch,Stacking,Nein,13,Wertliste,Attribut
DS-C9250I-K9,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
DS-C9250I-K9,,Switch,Anwendung,SAN / Storage-Networking (Fibre Channel),15,Wertliste,Attribut
