Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
JL817A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL817A,,Switch,Layer,L2,2,Wertliste,Attribut
JL817A,,Switch,Portanzahl,14,3,Wertliste,Attribut
JL817A,,Switch,Port-Konfiguration,"4× 100M/1G-RJ45 (Class 6 PoE, 60 W) + 8× 100M/1G-RJ45 (Class 4 PoE, 30 W) + 2× SFP+ (1/10G) (Uplink)",4,Wertliste,Attribut
JL817A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45, Access), 1/10 GbE (SFP+-Uplink)",5,Wertliste,Attribut
JL817A,,Switch,Uplink-Ports,2× SFP+ (1/10G),6,Wertliste,Attribut
JL817A,,Switch,PoE,Ja (IEEE 802.3af/at/bt; 4× Class 6 60 W + 8× Class 4 30 W; PoE-Budget netzteilabhängig 50–360 W),7,Wertliste,Attribut
JL817A,,Switch,Switching-Kapazität,64 Gbit/s,8,Wertliste,Attribut
JL817A,,Switch,Durchsatz,46 Mpps,9,Wertliste,Attribut
JL817A,,Switch,Bauform,"DIN-Schienen-Montage (Hutschiene, IP30); 19-Zoll-Montage über Kit JL822A",10,Wertliste,Attribut
JL817A,,Switch,Stromversorgung,"Externe industrielle DIN-Rail-Netzteile JL819A/JL820A/JL821A (2 für Redundanz, separat); AC oder DC",11,Wertliste,Attribut
JL817A,,Switch,Kühlung,"Lüfterlos (passiv gekühlt, IP30)",12,Wertliste,Attribut
JL817A,,Switch,Stacking,Nein,13,Wertliste,Attribut
JL817A,,Switch,Betriebstemperatur,-40 bis 70 °C,14,Wertliste,Attribut
JL817A,,Switch,Anwendung,"Ruggedisierter industrieller Campus-/IIoT-Access (IP30, DIN-Schiene, lüfterlos) mit erweitertem Temperaturbereich und PoE für Kameras, Sensoren und Access Points, Layer 2 unter AOS-CX",15,Wertliste,Attribut
JL818A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL818A,,Switch,Layer,L2,2,Wertliste,Attribut
JL818A,,Switch,Portanzahl,28,3,Wertliste,Attribut
JL818A,,Switch,Port-Konfiguration,"4× 100M/1G-RJ45 (Class 6 PoE, 60 W) + 20× 100M/1G-RJ45 (Class 4 PoE, 30 W) + 4× SFP+ (1/10G) (Uplink)",4,Wertliste,Attribut
JL818A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45, Access), 1/10 GbE (SFP+-Uplink)",5,Wertliste,Attribut
JL818A,,Switch,Uplink-Ports,4× SFP+ (1/10G),6,Wertliste,Attribut
JL818A,,Switch,PoE,"Ja (IEEE 802.3af/at/bt; 4× Class 6 60 W + 20× Class 4 30 W; Budget 240 W, internes 300-W-Netzteil)",7,Wertliste,Attribut
JL818A,,Switch,Switching-Kapazität,128 Gbit/s,8,Wertliste,Attribut
JL818A,,Switch,Durchsatz,95 Mpps,9,Wertliste,Attribut
JL818A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, industrielles IP30-Modell); wandmontierbar",10,Wertliste,Attribut
JL818A,,Switch,Stromversorgung,Internes Festnetzteil 300 W (240 W PoE-Budget; AC 100–240 V),11,Wertliste,Attribut
JL818A,,Switch,Kühlung,"Lüfterlos (passiv gekühlt, IP30)",12,Wertliste,Attribut
JL818A,,Switch,Stacking,Nein,13,Wertliste,Attribut
JL818A,,Switch,Betriebstemperatur,-40 bis 70 °C,14,Wertliste,Attribut
JL818A,,Switch,Anwendung,"Ruggedisierter industrieller Campus-/IIoT-Access (IP30, lüfterlos, 19-Zoll) mit erweitertem Temperaturbereich und PoE für Kameras, Sensoren und Access Points, Layer 2 unter AOS-CX",15,Wertliste,Attribut
