Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-X45-SUP6-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X45-SUP6L-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X45-SUP7-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X45-SUP7L-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X45-SUP8-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X45-SUP8L-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X45-SUP9-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4748-12X48U+E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4748-UPOE+E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4748-RJ45V+E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4748-RJ45-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4748-SFP-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4712-SFP+E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4724-SFP-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4712-SFP-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4624-SFP-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4612-SFP-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4640-CSFP-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4648-RJ45-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4648-RJ45V-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4648-RJ45V+E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-X4606-X2-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
