Artikelnummer;Netto-VK
WS-X45-SUP6-E;200,00
WS-X45-SUP6L-E;150,00
WS-X45-SUP7-E;500,00
WS-X45-SUP7L-E;400,00
WS-X45-SUP8-E;1200,00
WS-X45-SUP8L-E;900,00
WS-X45-SUP9-E;2000,00
WS-X4748-12X48U+E;1500,00
WS-X4748-UPOE+E;1200,00
WS-X4748-RJ45V+E;800,00
WS-X4748-RJ45-E;500,00
WS-X4748-SFP-E;600,00
WS-X4712-SFP+E;700,00
WS-X4724-SFP-E;400,00
WS-X4712-SFP-E;300,00
WS-X4624-SFP-E;350,00
WS-X4612-SFP-E;250,00
WS-X4640-CSFP-E;500,00
WS-X4648-RJ45-E;400,00
WS-X4648-RJ45V-E;600,00
WS-X4648-RJ45V+E;700,00
WS-X4606-X2-E;400,00
