Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
J9145A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
J9145A,,Switch,Layer,L3,2,Wertliste,Attribut
J9145A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9145A,,Switch,Port-Konfiguration,20× 10/100/1000 (RJ45) + 4× Dual-Personality (RJ45 oder SFP 1G),4,Wertliste,Attribut
J9145A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45), 1 GbE (SFP)",5,Wertliste,Attribut
J9145A,,Switch,Uplink-Ports,"2 Modulschächte (optional bis 4× 10-GbE über CX4-/SFP+-Module, separat)",6,Wertliste,Attribut
J9145A,,Switch,PoE,Nein,7,Wertliste,Attribut
J9145A,,Switch,Switching-Kapazität,128 Gbit/s,8,Wertliste,Attribut
J9145A,,Switch,Durchsatz,95 Mpps,9,Wertliste,Attribut
J9145A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
J9145A,,Switch,Stromversorgung,Internes Netzteil (optional externe RPS über HP ProCurve 620),11,Wertliste,Attribut
J9145A,,Switch,Kühlung,Lüftergekühlt,12,Wertliste,Attribut
J9145A,,Switch,Stacking,Kein (Standalone; Single-IP-Virtual-Stacking-Verwaltung bis 16 Einheiten),13,Wertliste,Attribut
J9145A,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
J9145A,,Switch,Anwendung,Managed Layer-3-Lite-Campus-Access/-Aggregation (ProVision) mit optionalen 10-GbE-Uplinks,15,Wertliste,Attribut
J9146A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
J9146A,,Switch,Layer,L3,2,Wertliste,Attribut
J9146A,,Switch,Portanzahl,24,3,Wertliste,Attribut
J9146A,,Switch,Port-Konfiguration,"20× 10/100/1000 (RJ45, Class 4 PoE+) + 4× Dual-Personality (RJ45 PoE+ oder SFP 1G)",4,Wertliste,Attribut
J9146A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45), 1 GbE (SFP)",5,Wertliste,Attribut
J9146A,,Switch,Uplink-Ports,"2 Modulschächte (optional bis 4× 10-GbE über CX4-/SFP+-Module, separat)",6,Wertliste,Attribut
J9146A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung)",7,Wertliste,Attribut
J9146A,,Switch,Switching-Kapazität,128 Gbit/s,8,Wertliste,Attribut
J9146A,,Switch,Durchsatz,95 Mpps,9,Wertliste,Attribut
J9146A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
J9146A,,Switch,Stromversorgung,Internes Netzteil (optional externe RPS über HP ProCurve 620),11,Wertliste,Attribut
J9146A,,Switch,Kühlung,Lüftergekühlt,12,Wertliste,Attribut
J9146A,,Switch,Stacking,Kein (Standalone; Single-IP-Virtual-Stacking-Verwaltung bis 16 Einheiten),13,Wertliste,Attribut
J9146A,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
J9146A,,Switch,Anwendung,Managed Layer-3-Lite-Campus-Access/-Aggregation (ProVision) mit optionalen 10-GbE-Uplinks,15,Wertliste,Attribut
J9147A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
J9147A,,Switch,Layer,L3,2,Wertliste,Attribut
J9147A,,Switch,Portanzahl,48,3,Wertliste,Attribut
J9147A,,Switch,Port-Konfiguration,44× 10/100/1000 (RJ45) + 4× Dual-Personality (RJ45 oder SFP 1G),4,Wertliste,Attribut
J9147A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45), 1 GbE (SFP)",5,Wertliste,Attribut
J9147A,,Switch,Uplink-Ports,"2 Modulschächte (optional bis 4× 10-GbE über CX4-/SFP+-Module, separat)",6,Wertliste,Attribut
J9147A,,Switch,PoE,Nein,7,Wertliste,Attribut
J9147A,,Switch,Switching-Kapazität,176 Gbit/s,8,Wertliste,Attribut
J9147A,,Switch,Durchsatz,131 Mpps,9,Wertliste,Attribut
J9147A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
J9147A,,Switch,Stromversorgung,Internes Netzteil (optional externe RPS über HP ProCurve 620),11,Wertliste,Attribut
J9147A,,Switch,Kühlung,Lüftergekühlt,12,Wertliste,Attribut
J9147A,,Switch,Stacking,Kein (Standalone; Single-IP-Virtual-Stacking-Verwaltung bis 16 Einheiten),13,Wertliste,Attribut
J9147A,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
J9147A,,Switch,Anwendung,Managed Layer-3-Lite-Campus-Access/-Aggregation (ProVision) mit optionalen 10-GbE-Uplinks,15,Wertliste,Attribut
J9148A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
J9148A,,Switch,Layer,L3,2,Wertliste,Attribut
J9148A,,Switch,Portanzahl,48,3,Wertliste,Attribut
J9148A,,Switch,Port-Konfiguration,"44× 10/100/1000 (RJ45, Class 4 PoE+) + 4× Dual-Personality (RJ45 PoE+ oder SFP 1G)",4,Wertliste,Attribut
J9148A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45), 1 GbE (SFP)",5,Wertliste,Attribut
J9148A,,Switch,Uplink-Ports,"2 Modulschächte (optional bis 4× 10-GbE über CX4-/SFP+-Module, separat)",6,Wertliste,Attribut
J9148A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung)",7,Wertliste,Attribut
J9148A,,Switch,Switching-Kapazität,176 Gbit/s,8,Wertliste,Attribut
J9148A,,Switch,Durchsatz,131 Mpps,9,Wertliste,Attribut
J9148A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
J9148A,,Switch,Stromversorgung,Internes Netzteil (optional externe RPS über HP ProCurve 620),11,Wertliste,Attribut
J9148A,,Switch,Kühlung,Lüftergekühlt,12,Wertliste,Attribut
J9148A,,Switch,Stacking,Kein (Standalone; Single-IP-Virtual-Stacking-Verwaltung bis 16 Einheiten),13,Wertliste,Attribut
J9148A,,Switch,Betriebstemperatur,0 bis 55 °C,14,Wertliste,Attribut
J9148A,,Switch,Anwendung,Managed Layer-3-Lite-Campus-Access/-Aggregation (ProVision) mit optionalen 10-GbE-Uplinks,15,Wertliste,Attribut
