Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
R9Y03A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N85A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N86A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N87A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N88A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N89A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9Y03B,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N85B,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N86B,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N87B,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N88B,,condition,Funktionsattribut,Wertliste,Deutsch,new
R8N89B,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R20A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R24A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R25A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R26A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R27A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R21A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R22A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R23A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R28A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4R29A,,condition,Funktionsattribut,Wertliste,Deutsch,new
