Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
WS-C3560CX-8TC-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Portanzahl,12,3,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Port-Konfiguration,8× 1G-RJ45 + 2× 1G-SFP + 2× 1G-RJ45,4,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,PoE,Nein,7,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Switching-Kapazität,24 Gbit/s,8,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Durchsatz,"17,9 Mpps",9,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Stromversorgung,"Internes Netzteil (100–240 V AC, lüfterlos, 80-Plus-Silver)",11,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C3560CX-8TC-S,,Switch,Anwendung,"Kompakter, lüfterloser Layer-3-Access außerhalb des Verteilerschranks (IP Base) – Büro, Klassenraum, Hotel, Verkaufsfläche, WLAN-Backhaul und IoT; reine Datenports ohne PoE; Routed Access mit MACsec; wand-, rack- oder DIN-schienen-montierbar; verwaltet über Cisco IOS (CLI)",15,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Portanzahl,16,3,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Port-Konfiguration,12× 1G-RJ45 + 2× 1G-SFP + 2× 1G-RJ45,4,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,PoE,Nein,7,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Switching-Kapazität,32 Gbit/s,8,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Durchsatz,"23,8 Mpps",9,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Stromversorgung,"Internes Netzteil (100–240 V AC, lüfterlos, 80-Plus-Silver)",11,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C3560CX-12TC-S,,Switch,Anwendung,"Kompakter, lüfterloser Layer-3-Access außerhalb des Verteilerschranks (IP Base) – Büro, Klassenraum, Hotel, Verkaufsfläche, WLAN-Backhaul und IoT; reine Datenports ohne PoE; Routed Access mit MACsec; wand-, rack- oder DIN-schienen-montierbar; verwaltet über Cisco IOS (CLI)",15,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Portanzahl,12,3,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Port-Konfiguration,8× 1G-RJ45 (PoE+) + 2× 1G-SFP + 2× 1G-RJ45,4,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,PoE,"Ja – PoE+ (IEEE 802.3at, bis 30 W/Port), 240 W",7,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Switching-Kapazität,24 Gbit/s,8,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Durchsatz,"17,9 Mpps",9,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Stromversorgung,"Internes Netzteil (100–240 V AC, lüfterlos, 80-Plus-Silver)",11,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C3560CX-8PC-S,,Switch,Anwendung,"Kompakter, lüfterloser Layer-3-Access außerhalb des Verteilerschranks (IP Base) – Büro, Klassenraum, Hotel, Verkaufsfläche, WLAN-Backhaul und IoT; PoE+-Versorgung (802.3at, 240 W) für IP-Telefone, WLAN-Access-Points und Kameras; Routed Access mit MACsec; wand-, rack- oder DIN-schienen-montierbar; verwaltet über Cisco IOS (CLI)",15,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Portanzahl,16,3,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Port-Konfiguration,12× 1G-RJ45 (PoE+) + 2× 1G-SFP + 2× 1G-RJ45,4,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,PoE,"Ja – PoE+ (IEEE 802.3at, bis 30 W/Port), 240 W",7,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Switching-Kapazität,32 Gbit/s,8,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Durchsatz,"23,8 Mpps",9,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Stromversorgung,"Internes Netzteil (100–240 V AC, lüfterlos, 80-Plus-Silver)",11,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C3560CX-12PC-S,,Switch,Anwendung,"Kompakter, lüfterloser Layer-3-Access außerhalb des Verteilerschranks (IP Base) – Büro, Klassenraum, Hotel, Verkaufsfläche, WLAN-Backhaul und IoT; PoE+-Versorgung (802.3at, 240 W) für IP-Telefone, WLAN-Access-Points und Kameras; Routed Access mit MACsec; wand-, rack- oder DIN-schienen-montierbar; verwaltet über Cisco IOS (CLI)",15,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Portanzahl,16,3,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Port-Konfiguration,12× 1G-RJ45 (PoE+) + 2× 10G-SFP+ + 2× 1G-RJ45,4,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Uplink-Ports,2× 10G-SFP+,6,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,PoE,"Ja – PoE+ (IEEE 802.3at, bis 30 W/Port), 240 W",7,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Switching-Kapazität,68 Gbit/s,8,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Durchsatz,"50,6 Mpps",9,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Stromversorgung,"Internes Netzteil (100–240 V AC, lüfterlos, 80-Plus-Silver)",11,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Betriebstemperatur,-5 bis 40 °C,14,Wertliste,Attribut
WS-C3560CX-12PD-S,,Switch,Anwendung,"Kompakter, lüfterloser Layer-3-Access außerhalb des Verteilerschranks (IP Base) – Büro, Klassenraum, Hotel, Verkaufsfläche, WLAN-Backhaul und IoT; PoE+-Versorgung (802.3at, 240 W) für IP-Telefone, WLAN-Access-Points und Kameras; 2× 10G-SFP+-Uplinks für die Aggregation; Routed Access mit MACsec; wand-, rack- oder DIN-schienen-montierbar; verwaltet über Cisco IOS (CLI)",15,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Portanzahl,10,3,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Port-Konfiguration,8× 1G-RJ45 (PoE+ Passthrough) + 2× 1G-RJ45 (UPOE-Eingang),4,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,PoE,"Ja – PoE+-Passthrough (über Cisco UPOE-Uplink gespeist, bis 146 W)",7,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Switching-Kapazität,20 Gbit/s,8,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Durchsatz,"14,9 Mpps",9,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Stromversorgung,Kein internes Netzteil – Speisung über Cisco-UPOE-Uplink (optionaler Adapter PWR-ADPT),11,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C3560CX-8PT-S,,Switch,Anwendung,"Kompakter, lüfterloser Layer-3-Access außerhalb des Verteilerschranks (IP Base) – Büro, Klassenraum, Hotel, Verkaufsfläche, WLAN-Backhaul und IoT; PoE-Passthrough an die Downlinks (über UPOE-Uplink gespeist); Routed Access mit MACsec; wand-, rack- oder DIN-schienen-montierbar; verwaltet über Cisco IOS (CLI)",15,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Portanzahl,10,3,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Port-Konfiguration,6× 1G-RJ45 (PoE+) + 2× mGig-RJ45 (PoE+) + 2× 10G-SFP+,4,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Port-Geschwindigkeit,Multigigabit (100 Mbit/s–10 Gbit/s),5,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Uplink-Ports,2× 10G-SFP+,6,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,PoE,"Ja – PoE+ (IEEE 802.3at, bis 30 W/Port), 240 W",7,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Switching-Kapazität,92 Gbit/s,8,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Durchsatz,"68,4 Mpps",9,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Stromversorgung,"Internes Netzteil (100–240 V AC, lüfterlos, 80-Plus-Silver)",11,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Betriebstemperatur,-5 bis 40 °C,14,Wertliste,Attribut
WS-C3560CX-8XPD-S,,Switch,Anwendung,"Kompakter, lüfterloser Layer-3-Access außerhalb des Verteilerschranks (IP Base) – Büro, Klassenraum, Hotel, Verkaufsfläche, WLAN-Backhaul und IoT; PoE+-Versorgung (802.3at, 240 W) für IP-Telefone, WLAN-Access-Points und Kameras; 2× 10G-SFP+-Uplinks für die Aggregation; Routed Access mit MACsec; wand-, rack- oder DIN-schienen-montierbar; verwaltet über Cisco IOS (CLI)",15,Wertliste,Attribut
