Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
WS-C2960CX-8TC-L,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Layer,L2,2,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Portanzahl,12,3,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Port-Konfiguration,8× 1G-RJ45 + 2× 1G-SFP + 2× 1G-RJ45,4,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,PoE,Nein,7,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Switching-Kapazität,24 Gbit/s,8,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Durchsatz,"17,9 Mpps",9,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Stromversorgung,Internes Netzteil (100–240 V AC),11,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C2960CX-8TC-L,,Switch,Anwendung,"Out-of-the-Wiring-Closet-Zugang (kompakt, lüfterlos, Gigabit, Layer 2) – Empfang, Besprechungsraum, Hotelzimmer, Ladenfläche und WLAN-AP-Anbindung; reiner Daten-Switch ohne PoE; wand-, untertisch-, DIN-schienen-, rack- oder freistehend montierbar; verwaltet über Cisco IOS (CLI), DNA Center und Network PnP",15,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Layer,L2,2,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Portanzahl,12,3,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Port-Konfiguration,8× 1G-RJ45 (PoE+) + 2× 1G-SFP + 2× 1G-RJ45,4,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,PoE,"Ja – PoE+ (802.3af/at, bis 30 W/Port), 124 W (Perpetual PoE)",7,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Switching-Kapazität,24 Gbit/s,8,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Durchsatz,"17,9 Mpps",9,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Bauform,"Kompakt-Gehäuse (lüfterlos, geringe Bautiefe)",10,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Stromversorgung,Internes Netzteil (100–240 V AC),11,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C2960CX-8PC-L,,Switch,Anwendung,"Out-of-the-Wiring-Closet-Zugang (kompakt, lüfterlos, Gigabit, Layer 2) – Empfang, Besprechungsraum, Hotelzimmer, Ladenfläche und WLAN-AP-Anbindung; PoE+-Versorgung (Perpetual PoE) für IP-Telefone, WLAN-Access-Points und Kameras; wand-, untertisch-, DIN-schienen-, rack- oder freistehend montierbar; verwaltet über Cisco IOS (CLI), DNA Center und Network PnP",15,Wertliste,Attribut
