Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
S0F79A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S0F79A,,Switch,Layer,L2,2,Wertliste,Attribut
S0F79A,,Switch,Portanzahl,10,3,Wertliste,Attribut
S0F79A,,Switch,Port-Konfiguration,"8× 10/100/1000 (RJ45, PoE+) + 2× 1000BASE-X SFP (Uplink)",4,Wertliste,Attribut
S0F79A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45), 1 GbE (SFP)",5,Wertliste,Attribut
S0F79A,,Switch,Uplink-Ports,2× 1000BASE-X SFP,6,Wertliste,Attribut
S0F79A,,Switch,PoE,"Ja (IEEE 802.3at Class 4 PoE+, 30 W/Port; Gesamt-PoE-Budget abhängig von der Netzteilbestückung)",7,Wertliste,Attribut
S0F79A,,Switch,Switching-Kapazität,20 Gbit/s,8,Wertliste,Attribut
S0F79A,,Switch,Durchsatz,15 Mpps,9,Wertliste,Attribut
S0F79A,,Switch,Bauform,"Kompakt (1 HE, halbe Breite)",10,Wertliste,Attribut
S0F79A,,Switch,Stromversorgung,"Internes Festnetzteil (AC), lüfterlos",11,Wertliste,Attribut
S0F79A,,Switch,Kühlung,Lüfterlos (passiv gekühlt),12,Wertliste,Attribut
S0F79A,,Switch,Stacking,IRF (Intelligent Resilient Framework) – Stapelung von bis zu 9 Einheiten zu einem logischen Switch,13,Wertliste,Attribut
S0F79A,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
S0F79A,,Switch,Anwendung,"Kompakter gemanagter Campus-Access (Layer 2, HPE Comware) mit Gigabit-PoE+, statischem/RIP-Routing und IRF-Stacking",15,Wertliste,Attribut
