Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
MA-SFP-1GB-SX,"95,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,1G-SR
MA-SFP-1GB-LX10,"95,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,1G-SR
MA-SFP-1GB-TX,"86,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,1G-T
MA-SFP-10GB-SR,"188,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,10G-SR
MA-SFP-10GB-LR,"370,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,10G-LR
MA-SFP-10GB-LRM,"332,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,10G-LRM
MA-QSFP-40G-SR4,"332,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,40G-SR
MA-QSFP-40G-LR4,"1330,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,40G-LR
MA-QSFP-40G-CSR4,"332,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,40G-SR
MA-QSFP-40G-SR-BD,"665,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,40G-BX
MA-QSFP-100G-SR4,"456,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-SR
MA-QSFP-100G-LR4,"2660,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-LR
MA-CBL-TA-1M,"86,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,10G-DAC-1m
MA-CBL-TA-3M,"104,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,10G-DAC-3m
MA-CBL-40G-50CM,"91,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,40G-DAC-0.5m
MA-CBL-40G-1M,"97,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,40G-DAC-1m
MA-CBL-40G-3M,"120,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,40G-DAC-3m
MA-CBL-100G-50CM,"171,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-DAC-0.5m
MA-CBL-100G-1M,"185,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-DAC-1m
MA-CBL-100G-3M,"242,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-DAC-3m
MA-CBL-120G-50CM,"171,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-DAC-0.5m
MA-CBL-120G-1M,"185,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-DAC-1m
MA-CBL-120G-3M,"242,00","Cisco Meraki mainstream 0,95× der Cisco-Referenz (MA-SFP-/MA-CBL-, Cisco-Meraki-Niveau)",geschätzt-aus-Vergleich,100G-DAC-3m
