Artikelnummer,Attributname,Attributwert
MA-SFP-1GB-SX,FAQ,"Welche Datenrate und Bauform hat das MA-SFP-1GB-SX?||Das MA-SFP-1GB-SX ist ein SFP-Modul mit 1 Gbit/s nach 1000BASE-SX.##Welchen Stecker und welche Schnittstelle nutzt das MA-SFP-1GB-SX?||Das MA-SFP-1GB-SX hat den Formfaktor SFP mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-SFP-1GB-SX?||Laut Spezifikation erreicht das MA-SFP-1GB-SX bis 550 m (OM2) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das MA-SFP-1GB-SX ist für Multimode ausgelegt.##Unterstützt das MA-SFP-1GB-SX DOM/DDM?||Ja, das MA-SFP-1GB-SX unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-SFP-1GB-SX?||Das MA-SFP-1GB-SX ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-SFP-1GB-SX typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MA-SFP-1GB-SX mit Meraki-Geräten kompatibel?||Das MA-SFP-1GB-SX ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-SFP-1GB-LX10,FAQ,"Welche Datenrate und Bauform hat das MA-SFP-1GB-LX10?||Das MA-SFP-1GB-LX10 ist ein SFP-Modul mit 1 Gbit/s nach 1000BASE-LX10.##Welchen Stecker und welche Schnittstelle nutzt das MA-SFP-1GB-LX10?||Das MA-SFP-1GB-LX10 hat den Formfaktor SFP mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-SFP-1GB-LX10?||Laut Spezifikation erreicht das MA-SFP-1GB-LX10 bis zu 10 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das MA-SFP-1GB-LX10 ist für Singlemode ausgelegt.##Unterstützt das MA-SFP-1GB-LX10 DOM/DDM?||Ja, das MA-SFP-1GB-LX10 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-SFP-1GB-LX10?||Das MA-SFP-1GB-LX10 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-SFP-1GB-LX10 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das MA-SFP-1GB-LX10 mit Meraki-Geräten kompatibel?||Das MA-SFP-1GB-LX10 ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-SFP-1GB-TX,FAQ,"Welche Datenrate und Bauform hat das MA-SFP-1GB-TX?||Das MA-SFP-1GB-TX ist ein SFP-Modul mit 1 Gbit/s nach 1000BASE-T.##Welchen Stecker und welche Schnittstelle nutzt das MA-SFP-1GB-TX?||Das MA-SFP-1GB-TX hat den Formfaktor SFP mit RJ-45-Schnittstelle.##Welche Reichweite erreicht das MA-SFP-1GB-TX?||Laut Spezifikation erreicht das MA-SFP-1GB-TX bis zu 100 m.##Welcher Fasertyp ist erforderlich?||Das MA-SFP-1GB-TX ist für Kupfer (Cat-5e) ausgelegt.##Unterstützt das MA-SFP-1GB-TX DOM/DDM?||Nein, das MA-SFP-1GB-TX unterstützt kein DOM/DDM.##In welchem Temperaturbereich arbeitet das MA-SFP-1GB-TX?||Das MA-SFP-1GB-TX ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-SFP-1GB-TX typischerweise eingesetzt?||Typischer Einsatz: Zugriffs-/Verteilnetz (Kupfer).##Ist das MA-SFP-1GB-TX mit Meraki-Geräten kompatibel?||Das MA-SFP-1GB-TX ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-SFP-10GB-SR,FAQ,"Welche Datenrate und Bauform hat das MA-SFP-10GB-SR?||Das MA-SFP-10GB-SR ist ein SFP+-Modul mit 10 Gbit/s nach 10GBASE-SR.##Welchen Stecker und welche Schnittstelle nutzt das MA-SFP-10GB-SR?||Das MA-SFP-10GB-SR hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-SFP-10GB-SR?||Laut Spezifikation erreicht das MA-SFP-10GB-SR bis 300 m (OM3) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das MA-SFP-10GB-SR ist für Multimode ausgelegt.##Unterstützt das MA-SFP-10GB-SR DOM/DDM?||Ja, das MA-SFP-10GB-SR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-SFP-10GB-SR?||Das MA-SFP-10GB-SR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-SFP-10GB-SR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MA-SFP-10GB-SR mit Meraki-Geräten kompatibel?||Das MA-SFP-10GB-SR ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-SFP-10GB-LR,FAQ,"Welche Datenrate und Bauform hat das MA-SFP-10GB-LR?||Das MA-SFP-10GB-LR ist ein SFP+-Modul mit 10 Gbit/s nach 10GBASE-LR.##Welchen Stecker und welche Schnittstelle nutzt das MA-SFP-10GB-LR?||Das MA-SFP-10GB-LR hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-SFP-10GB-LR?||Laut Spezifikation erreicht das MA-SFP-10GB-LR bis zu 10 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das MA-SFP-10GB-LR ist für Singlemode ausgelegt.##Unterstützt das MA-SFP-10GB-LR DOM/DDM?||Ja, das MA-SFP-10GB-LR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-SFP-10GB-LR?||Das MA-SFP-10GB-LR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-SFP-10GB-LR typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das MA-SFP-10GB-LR mit Meraki-Geräten kompatibel?||Das MA-SFP-10GB-LR ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-SFP-10GB-LRM,FAQ,"Welche Datenrate und Bauform hat das MA-SFP-10GB-LRM?||Das MA-SFP-10GB-LRM ist ein SFP+-Modul mit 10 Gbit/s nach 10GBASE-LRM.##Welchen Stecker und welche Schnittstelle nutzt das MA-SFP-10GB-LRM?||Das MA-SFP-10GB-LRM hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-SFP-10GB-LRM?||Laut Spezifikation erreicht das MA-SFP-10GB-LRM bis zu 220 m (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das MA-SFP-10GB-LRM ist für Multimode ausgelegt.##Unterstützt das MA-SFP-10GB-LRM DOM/DDM?||Ja, das MA-SFP-10GB-LRM unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-SFP-10GB-LRM?||Das MA-SFP-10GB-LRM ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-SFP-10GB-LRM typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MA-SFP-10GB-LRM mit Meraki-Geräten kompatibel?||Das MA-SFP-10GB-LRM ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-QSFP-40G-SR4,FAQ,"Welche Datenrate und Bauform hat das MA-QSFP-40G-SR4?||Das MA-QSFP-40G-SR4 ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-SR4.##Welchen Stecker und welche Schnittstelle nutzt das MA-QSFP-40G-SR4?||Das MA-QSFP-40G-SR4 hat den Formfaktor QSFP+ mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das MA-QSFP-40G-SR4?||Laut Spezifikation erreicht das MA-QSFP-40G-SR4 bis 150 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das MA-QSFP-40G-SR4 ist für Multimode ausgelegt.##Unterstützt das MA-QSFP-40G-SR4 DOM/DDM?||Ja, das MA-QSFP-40G-SR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-QSFP-40G-SR4?||Das MA-QSFP-40G-SR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-QSFP-40G-SR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MA-QSFP-40G-SR4 mit Meraki-Geräten kompatibel?||Das MA-QSFP-40G-SR4 ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-QSFP-40G-LR4,FAQ,"Welche Datenrate und Bauform hat das MA-QSFP-40G-LR4?||Das MA-QSFP-40G-LR4 ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-LR4.##Welchen Stecker und welche Schnittstelle nutzt das MA-QSFP-40G-LR4?||Das MA-QSFP-40G-LR4 hat den Formfaktor QSFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-QSFP-40G-LR4?||Laut Spezifikation erreicht das MA-QSFP-40G-LR4 bis zu 10 km (Wellenlänge 1271 / 1291 / 1311 / 1331 nm (LAN-WDM)).##Welcher Fasertyp ist erforderlich?||Das MA-QSFP-40G-LR4 ist für Singlemode ausgelegt.##Unterstützt das MA-QSFP-40G-LR4 DOM/DDM?||Ja, das MA-QSFP-40G-LR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-QSFP-40G-LR4?||Das MA-QSFP-40G-LR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-QSFP-40G-LR4 typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das MA-QSFP-40G-LR4 mit Meraki-Geräten kompatibel?||Das MA-QSFP-40G-LR4 ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-QSFP-40G-CSR4,FAQ,"Welche Datenrate und Bauform hat das MA-QSFP-40G-CSR4?||Das MA-QSFP-40G-CSR4 ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-CSR4 (Extended SR).##Welchen Stecker und welche Schnittstelle nutzt das MA-QSFP-40G-CSR4?||Das MA-QSFP-40G-CSR4 hat den Formfaktor QSFP+ mit MPO-12-Schnittstelle.##Welche Reichweite erreicht das MA-QSFP-40G-CSR4?||Laut Spezifikation erreicht das MA-QSFP-40G-CSR4 bis 400 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das MA-QSFP-40G-CSR4 ist für Multimode ausgelegt.##Unterstützt das MA-QSFP-40G-CSR4 DOM/DDM?||Ja, das MA-QSFP-40G-CSR4 unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-QSFP-40G-CSR4?||Das MA-QSFP-40G-CSR4 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-QSFP-40G-CSR4 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MA-QSFP-40G-CSR4 mit Meraki-Geräten kompatibel?||Das MA-QSFP-40G-CSR4 ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
MA-QSFP-40G-SR-BD,FAQ,"Welche Datenrate und Bauform hat das MA-QSFP-40G-SR-BD?||Das MA-QSFP-40G-SR-BD ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-SR-BiDi.##Welchen Stecker und welche Schnittstelle nutzt das MA-QSFP-40G-SR-BD?||Das MA-QSFP-40G-SR-BD hat den Formfaktor QSFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das MA-QSFP-40G-SR-BD?||Laut Spezifikation erreicht das MA-QSFP-40G-SR-BD bis 150 m (OM4) (Wellenlänge 832–918 nm).##Welcher Fasertyp ist erforderlich?||Das MA-QSFP-40G-SR-BD ist für Multimode ausgelegt.##Unterstützt das MA-QSFP-40G-SR-BD DOM/DDM?||Ja, das MA-QSFP-40G-SR-BD unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das MA-QSFP-40G-SR-BD?||Das MA-QSFP-40G-SR-BD ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das MA-QSFP-40G-SR-BD typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das MA-QSFP-40G-SR-BD mit Meraki-Geräten kompatibel?||Das MA-QSFP-40G-SR-BD ist eine Meraki-Optik-Komponente und für den Betrieb in Meraki-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
