Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
IE-3000-4TC,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
IE-3000-4TC,,Switch,Layer,L2,2,Wertliste,Attribut
IE-3000-4TC,,Switch,Portanzahl,6,3,Wertliste,Attribut
IE-3000-4TC,,Switch,Port-Konfiguration,4× FE-RJ45 (10/100) + 2× Dual-Purpose-Uplink (Combo: 10/100/1000-Kupfer oder SFP-GE),4,Wertliste,Attribut
IE-3000-4TC,,Switch,Port-Geschwindigkeit,"10/100 (Access), 10/100/1000 + 1G-SFP (Uplink)",5,Wertliste,Attribut
IE-3000-4TC,,Switch,Uplink-Ports,2× Dual-Purpose (Combo Kupfer/SFP-GE),6,Wertliste,Attribut
IE-3000-4TC,,Switch,PoE,Nein,7,Wertliste,Attribut
IE-3000-4TC,,Switch,Switching-Kapazität,16 Gbit/s,8,Wertliste,Attribut
IE-3000-4TC,,Switch,Durchsatz,"6,5 Mpps",9,Wertliste,Attribut
IE-3000-4TC,,Switch,Bauform,"Kompakt-Industriegehäuse (DIN-Schienenmontage, lüfterlos)",10,Wertliste,Attribut
IE-3000-4TC,,Switch,Stromversorgung,"Redundanter 24-VDC-Eingang (18–60 VDC, Versorgung A/B), externe DIN-Schienen-Netzteile (PWR-IE-Serie)",11,Wertliste,Attribut
IE-3000-4TC,,Switch,Kühlung,"Lüfterlos (Konvektionskühlung, keine bewegten Teile)",12,Wertliste,Attribut
IE-3000-4TC,,Switch,Stacking,Nein,13,Wertliste,Attribut
IE-3000-4TC,,Switch,Betriebstemperatur,-40 bis 75 °C,14,Wertliste,Attribut
IE-3000-4TC,,Switch,Anwendung,"Industrie (Fabrikautomation, ITS, Umspannwerk IEC61850/IEEE1613, Bahn) – 4× FE-RJ45 + 2× Dual-Purpose-Uplink; DIN-Schiene/Wand, lüfterlos, IP30, ATEX Class I Zone 2, -40 bis 75 °C; Ring-Resilienz REP (50 ms); PROFINET v2 (CC-B), Modbus TCP, IEEE-1588v2; Layer 2 (IP-Services-Variante mit PID-Suffix E liefert L3); Cisco IOS; redundanter 24-VDC-Eingang A/B",15,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Layer,L3,2,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Portanzahl,6,3,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Port-Konfiguration,4× FE-RJ45 (10/100) + 2× Dual-Purpose-Uplink (Combo: 10/100/1000-Kupfer oder SFP-GE),4,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Port-Geschwindigkeit,"10/100 (Access), 10/100/1000 + 1G-SFP (Uplink)",5,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Uplink-Ports,2× Dual-Purpose (Combo Kupfer/SFP-GE),6,Wertliste,Attribut
IE-3000-4TC-E,,Switch,PoE,Nein,7,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Switching-Kapazität,16 Gbit/s,8,Wertliste,Attribut
IE-3000-4TC-E,,Switch,Durchsatz,"6,5 Mpps",9,Wertliste,Attribut
