Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
N3K-C3636C-R,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N3K-C3636C-R,,Switch,Layer,L3,2,Wertliste,Attribut
N3K-C3636C-R,,Switch,Portanzahl,36,3,Wertliste,Attribut
N3K-C3636C-R,,Switch,Port-Konfiguration,36× 100G-QSFP28 (8 MACsec-fähig),4,Wertliste,Attribut
N3K-C3636C-R,,Switch,Port-Geschwindigkeit,100 GbE (QSFP28; auch 40G; Breakout auf 10G/25G),5,Wertliste,Attribut
N3K-C3636C-R,,Switch,PoE,Nein,7,Wertliste,Attribut
N3K-C3636C-R,,Switch,Switching-Kapazität,"7,2 Tbit/s",8,Wertliste,Attribut
N3K-C3636C-R,,Switch,Durchsatz,3.340 Mpps,9,Wertliste,Attribut
N3K-C3636C-R,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
N3K-C3636C-R,,Switch,Stromversorgung,2× redundant; AC oder DC (100–240 V),11,Wertliste,Attribut
N3K-C3636C-R,,Switch,Kühlung,"Hot-Swap-Lüftermodul (redundant, Airflow wählbar: Port-side Intake/Exhaust)",12,Wertliste,Attribut
N3K-C3636C-R,,Switch,Stacking,Nein,13,Wertliste,Attribut
N3K-C3636C-R,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
N3K-C3636C-R,,Switch,Anwendung,"Data-Center 100-Gigabit-Spine/Edge-Routing (R-Serie, Deep-Buffer) – 36× 100G-QSFP28 (8 MACsec-fähig); Layer 2/3, Line-Rate; NX-OS mit vPC-Hochverfügbarkeit und 64-Wege-ECMP; LAN-Enterprise-Lizenz N3K-LAN1K9 für OSPF/EIGRP/BGP; Jumbo bis 9216",15,Wertliste,Attribut
