Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
C1200-8T-D,"108,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",direkt,"Senetic 8T-D €107,98"
C1200-8T-E-2G,"130,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-8T-D
C1200-8P-E-2G,"200,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-8FP-2G
C1200-8FP-2G,"260,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-24P-4G
C1200-16T-2G,"190,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-8T-E-2G
C1200-16P-2G,"300,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-24P-4G
C1200-24T-4G,"230,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-16T-2G
C1200-24P-4G,"310,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",direkt,Senetic/Bechtle 24P-4G ~€310
C1200-24FP-4G,"480,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-24P-4G
C1200-48T-4G,"560,00","Genuine-New-Sealed Current-Affordable-SMB (Cat 1200, NOT EoS): live Distributor-Netto — 8T-D €107,98 (Senetic), 24P-4G €311/€306 (Senetic/Bechtle), 48P-4G ~€860 ($924 ORM), 48P-4X ~€1.030 ($1113 ORM); refurb ignoriert. Real-Netto liegt unter der ~€2.000-Obergrenze-Schätzung (1200 = aktuelle Value-Linie). Monoton Ports×PoE×Uplink; 8T-D billigstes.",geschätzt-aus-Vergleich,C1200-48P-4G
