Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
MS130R-8P-HW,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
MS130R-8P-HW,,Switch,Layer,L2,2,Wertliste,Attribut
MS130R-8P-HW,,Switch,Portanzahl,8,3,Wertliste,Attribut
MS130R-8P-HW,,Switch,Port-Konfiguration,8× 1G-RJ45 (PoE),4,Wertliste,Attribut
MS130R-8P-HW,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
MS130R-8P-HW,,Switch,Uplink-Ports,2× SFP (1G),6,Wertliste,Attribut
MS130R-8P-HW,,Switch,PoE,"Ja  PoE (IEEE 802.3bt, bis 30 W/Port), 240 W",7,Wertliste,Attribut
MS130R-8P-HW,,Switch,Switching-Kapazität,20 Gbit/s,8,Wertliste,Attribut
MS130R-8P-HW,,Switch,Durchsatz,Line-Rate (nicht-blockierend),9,Wertliste,Attribut
MS130R-8P-HW,,Switch,Bauform,"Kompakt-Industriegehäuse (DIN-Schienenmontage, lüfterlos)",10,Wertliste,Attribut
MS130R-8P-HW,,Switch,Stromversorgung,Externes 54-VDC-Netzteil (separat),11,Wertliste,Attribut
MS130R-8P-HW,,Switch,Kühlung,Passiv (lüfterlos),12,Wertliste,Attribut
MS130R-8P-HW,,Switch,Stacking,Nein,13,Wertliste,Attribut
MS130R-8P-HW,,Switch,Betriebstemperatur,-40 bis +70 °C,14,Wertliste,Attribut
MS130R-8P-HW,,Switch,Anwendung,"Cloud-gemanagter Enterprise-/Campus-Zugang (Gigabit (gehärtet, industriell, IP30), Layer 2); Switch mit 8× 1G-RJ45 (PoE) und 2× SFP (1G); verwaltet über das Cisco Meraki Dashboard (Meraki OS); PoE-Versorgung für IP-Telefone, Access-Points und Kameras; Lizenz separat erforderlich",15,Wertliste,Attribut
