Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
AOC-E10GSFPSR,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-TSFP-709DMZ-AVG,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOC-TSR-FS,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-TSR-FS,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-SFP28-25GBE-SR-1-MLN,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-TQSFP-79EQPZ-AVG,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-TQSFP-79EQDZ-AVG,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-TQSFP-79EIPZ-AVG,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-TQSFP-79EEPZ-AVG,,condition,Funktionsattribut,Wertliste,Deutsch,new
AOM-AQS-107-B0C2-CX,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-0347L,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-0348L,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-0349L,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0347,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0456,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-SFP+AOC-1M,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-SFP+AOC-3M,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-SFP+AOC-5M,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-SFP+AOC-5M-1,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-SFP+AOC-10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0417-01,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0325-02,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0446-01,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0422-01,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0944-SS28C50M,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0943-SQ28C10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
CBL-NTWK-0942-MQ28C10M,,condition,Funktionsattribut,Wertliste,Deutsch,new
