Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
AOC-E10GSFPSR,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Transceiver Typ,SR (10GBASE-SR),3,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Fasertyp,Multimode (MMF),4,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Anschlusstyp,Duplex LC,6,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Wellenlänge,850 nm,8,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Reichweite,bis 300 m (OM3) / 400 m (OM4),10,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Anwendung,Rechenzentrum / Server (Kurzstrecke),11,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
AOC-E10GSFPSR,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Geschwindigkeit,10 Gbit/s,2,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Transceiver Typ,SR (10GBASE-SR),3,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Fasertyp,Multimode (MMF),4,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Anschlusstyp,Duplex LC,6,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Wellenlänge,850 nm,8,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Reichweite,bis 300 m (OM3) / 400 m (OM4),10,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Anwendung,Rechenzentrum / Server (Kurzstrecke),11,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
AOM-TSFP-709DMZ-AVG,,Transceivers & SFP Modul,Standard,10GBASE-SR,14,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Geschwindigkeit,10/1 Gbit/s,2,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Transceiver Typ,Dual-Rate SR/SX (10G/1G),3,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Fasertyp,Multimode (MMF),4,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Anschlusstyp,Duplex LC,6,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Wellenlänge,850 nm,8,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Reichweite,bis 300 m (OM3) / 400 m (OM4),10,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Anwendung,Rechenzentrum / Server (Kurzstrecke),11,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
AOC-TSR-FS,,Transceivers & SFP Modul,Standard,"10GBASE-SR/SW, 1000BASE-SX",14,Wertliste,Attribut
AOM-TSR-FS,,Transceivers & SFP Modul,Formfaktor,SFP+,1,Wertliste,Attribut
