Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
AOC-E10GSFPSR,"109,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,10G-SR
AOM-TSFP-709DMZ-AVG,"109,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,10G-SR
AOC-TSR-FS,"109,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,10G-SR
AOM-TSR-FS,"109,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,10G-SR
AOM-SFP28-25GBE-SR-1-MLN,"143,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,25G-SR
AOM-TQSFP-79EQPZ-AVG,"193,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,40G-SR
AOM-TQSFP-79EQDZ-AVG,"193,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,40G-SR
AOM-TQSFP-79EIPZ-AVG,"193,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,40G-SR
AOM-TQSFP-79EEPZ-AVG,"193,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,40G-SR
AOM-AQS-107-B0C2-CX,"193,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,10G-T
CBL-0347L,"50,00","Supermicro modest 0,55× der Cisco-Referenz (Kalibrierung SFP-10G-SR €198); genuine AOC-/AOM-/CBL- (Avago/Finisar/Intel-OEM-codiert), DAC/AOC-lastig",geschätzt-aus-Vergleich,10G-DAC-1m
