Artikelnummer,Attributname,Attributwert
AOC-E10GSFPSR,FAQ,"Welche Datenrate und Bauform hat das AOC-E10GSFPSR?||Das AOC-E10GSFPSR ist ein SFP+-Modul mit 10 Gbit/s nach 10GBASE-SR.##Welchen Stecker und welche Schnittstelle nutzt das AOC-E10GSFPSR?||Das AOC-E10GSFPSR hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das AOC-E10GSFPSR?||Laut Spezifikation erreicht das AOC-E10GSFPSR bis 300 m (OM3) / 400 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOC-E10GSFPSR ist für Multimode (MMF) ausgelegt.##Unterstützt das AOC-E10GSFPSR DOM/DDM?||Ja, das AOC-E10GSFPSR unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOC-E10GSFPSR?||Das AOC-E10GSFPSR ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOC-E10GSFPSR typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke).##Ist das AOC-E10GSFPSR mit Supermicro-Geräten kompatibel?||Das AOC-E10GSFPSR ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-TSFP-709DMZ-AVG,FAQ,"Welche Datenrate und Bauform hat das AOM-TSFP-709DMZ-AVG?||Das AOM-TSFP-709DMZ-AVG ist ein SFP+-Modul mit 10 Gbit/s nach 10GBASE-SR.##Welchen Stecker und welche Schnittstelle nutzt das AOM-TSFP-709DMZ-AVG?||Das AOM-TSFP-709DMZ-AVG hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das AOM-TSFP-709DMZ-AVG?||Laut Spezifikation erreicht das AOM-TSFP-709DMZ-AVG bis 300 m (OM3) / 400 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOM-TSFP-709DMZ-AVG ist für Multimode (MMF) ausgelegt.##Unterstützt das AOM-TSFP-709DMZ-AVG DOM/DDM?||Ja, das AOM-TSFP-709DMZ-AVG unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOM-TSFP-709DMZ-AVG?||Das AOM-TSFP-709DMZ-AVG ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-TSFP-709DMZ-AVG typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke).##Ist das AOM-TSFP-709DMZ-AVG mit Supermicro-Geräten kompatibel?||Das AOM-TSFP-709DMZ-AVG ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOC-TSR-FS,FAQ,"Welche Datenrate und Bauform hat das AOC-TSR-FS?||Das AOC-TSR-FS ist ein SFP+-Modul mit 10/1 Gbit/s nach 10GBASE-SR/SW, 1000BASE-SX.##Welchen Stecker und welche Schnittstelle nutzt das AOC-TSR-FS?||Das AOC-TSR-FS hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das AOC-TSR-FS?||Laut Spezifikation erreicht das AOC-TSR-FS bis 300 m (OM3) / 400 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOC-TSR-FS ist für Multimode (MMF) ausgelegt.##Unterstützt das AOC-TSR-FS DOM/DDM?||Ja, das AOC-TSR-FS unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOC-TSR-FS?||Das AOC-TSR-FS ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOC-TSR-FS typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke).##Ist das AOC-TSR-FS mit Supermicro-Geräten kompatibel?||Das AOC-TSR-FS ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-TSR-FS,FAQ,"Welche Datenrate und Bauform hat das AOM-TSR-FS?||Das AOM-TSR-FS ist ein SFP+-Modul mit 10/1 Gbit/s nach 10GBASE-SR/SW, 1000BASE-SX.##Welchen Stecker und welche Schnittstelle nutzt das AOM-TSR-FS?||Das AOM-TSR-FS hat den Formfaktor SFP+ mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das AOM-TSR-FS?||Laut Spezifikation erreicht das AOM-TSR-FS bis 300 m (OM3) / 400 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOM-TSR-FS ist für Multimode (MMF) ausgelegt.##Unterstützt das AOM-TSR-FS DOM/DDM?||Ja, das AOM-TSR-FS unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOM-TSR-FS?||Das AOM-TSR-FS ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-TSR-FS typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke).##Ist das AOM-TSR-FS mit Supermicro-Geräten kompatibel?||Das AOM-TSR-FS ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-SFP28-25GBE-SR-1-MLN,FAQ,"Welche Datenrate und Bauform hat das AOM-SFP28-25GBE-SR-1-MLN?||Das AOM-SFP28-25GBE-SR-1-MLN ist ein SFP28-Modul mit 25 Gbit/s nach 25GBASE-SR.##Welchen Stecker und welche Schnittstelle nutzt das AOM-SFP28-25GBE-SR-1-MLN?||Das AOM-SFP28-25GBE-SR-1-MLN hat den Formfaktor SFP28 mit Duplex LC-Schnittstelle.##Welche Reichweite erreicht das AOM-SFP28-25GBE-SR-1-MLN?||Laut Spezifikation erreicht das AOM-SFP28-25GBE-SR-1-MLN bis 70 m (OM3) / 100 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOM-SFP28-25GBE-SR-1-MLN ist für Multimode (MMF) ausgelegt.##Unterstützt das AOM-SFP28-25GBE-SR-1-MLN DOM/DDM?||Ja, das AOM-SFP28-25GBE-SR-1-MLN unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOM-SFP28-25GBE-SR-1-MLN?||Das AOM-SFP28-25GBE-SR-1-MLN ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-SFP28-25GBE-SR-1-MLN typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke).##Ist das AOM-SFP28-25GBE-SR-1-MLN mit Supermicro-Geräten kompatibel?||Das AOM-SFP28-25GBE-SR-1-MLN ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-TQSFP-79EQPZ-AVG,FAQ,"Welche Datenrate und Bauform hat das AOM-TQSFP-79EQPZ-AVG?||Das AOM-TQSFP-79EQPZ-AVG ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-SR4.##Welchen Stecker und welche Schnittstelle nutzt das AOM-TQSFP-79EQPZ-AVG?||Das AOM-TQSFP-79EQPZ-AVG hat den Formfaktor QSFP+ mit MPO/MTP-Schnittstelle.##Welche Reichweite erreicht das AOM-TQSFP-79EQPZ-AVG?||Laut Spezifikation erreicht das AOM-TQSFP-79EQPZ-AVG bis 100 m (OM3) / 150 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOM-TQSFP-79EQPZ-AVG ist für Multimode (MMF) ausgelegt.##Unterstützt das AOM-TQSFP-79EQPZ-AVG DOM/DDM?||Ja, das AOM-TQSFP-79EQPZ-AVG unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOM-TQSFP-79EQPZ-AVG?||Das AOM-TQSFP-79EQPZ-AVG ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-TQSFP-79EQPZ-AVG typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke, parallel).##Ist das AOM-TQSFP-79EQPZ-AVG mit Supermicro-Geräten kompatibel?||Das AOM-TQSFP-79EQPZ-AVG ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-TQSFP-79EQDZ-AVG,FAQ,"Welche Datenrate und Bauform hat das AOM-TQSFP-79EQDZ-AVG?||Das AOM-TQSFP-79EQDZ-AVG ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-SR4.##Welchen Stecker und welche Schnittstelle nutzt das AOM-TQSFP-79EQDZ-AVG?||Das AOM-TQSFP-79EQDZ-AVG hat den Formfaktor QSFP+ mit MPO/MTP-Schnittstelle.##Welche Reichweite erreicht das AOM-TQSFP-79EQDZ-AVG?||Laut Spezifikation erreicht das AOM-TQSFP-79EQDZ-AVG bis 100 m (OM3) / 150 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOM-TQSFP-79EQDZ-AVG ist für Multimode (MMF) ausgelegt.##Unterstützt das AOM-TQSFP-79EQDZ-AVG DOM/DDM?||Ja, das AOM-TQSFP-79EQDZ-AVG unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOM-TQSFP-79EQDZ-AVG?||Das AOM-TQSFP-79EQDZ-AVG ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-TQSFP-79EQDZ-AVG typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke, parallel).##Ist das AOM-TQSFP-79EQDZ-AVG mit Supermicro-Geräten kompatibel?||Das AOM-TQSFP-79EQDZ-AVG ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-TQSFP-79EIPZ-AVG,FAQ,"Welche Datenrate und Bauform hat das AOM-TQSFP-79EIPZ-AVG?||Das AOM-TQSFP-79EIPZ-AVG ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-SR4 (iSR4).##Welchen Stecker und welche Schnittstelle nutzt das AOM-TQSFP-79EIPZ-AVG?||Das AOM-TQSFP-79EIPZ-AVG hat den Formfaktor QSFP+ mit MPO/MTP-Schnittstelle.##Welche Reichweite erreicht das AOM-TQSFP-79EIPZ-AVG?||Laut Spezifikation erreicht das AOM-TQSFP-79EIPZ-AVG bis 100 m (OM3) / 150 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOM-TQSFP-79EIPZ-AVG ist für Multimode (MMF) ausgelegt.##Unterstützt das AOM-TQSFP-79EIPZ-AVG DOM/DDM?||Ja, das AOM-TQSFP-79EIPZ-AVG unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOM-TQSFP-79EIPZ-AVG?||Das AOM-TQSFP-79EIPZ-AVG ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-TQSFP-79EIPZ-AVG typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke, parallel).##Ist das AOM-TQSFP-79EIPZ-AVG mit Supermicro-Geräten kompatibel?||Das AOM-TQSFP-79EIPZ-AVG ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-TQSFP-79EEPZ-AVG,FAQ,"Welche Datenrate und Bauform hat das AOM-TQSFP-79EEPZ-AVG?||Das AOM-TQSFP-79EEPZ-AVG ist ein QSFP+-Modul mit 40 Gbit/s nach 40GBASE-SR4 (eSR4).##Welchen Stecker und welche Schnittstelle nutzt das AOM-TQSFP-79EEPZ-AVG?||Das AOM-TQSFP-79EEPZ-AVG hat den Formfaktor QSFP+ mit MPO/MTP-Schnittstelle.##Welche Reichweite erreicht das AOM-TQSFP-79EEPZ-AVG?||Laut Spezifikation erreicht das AOM-TQSFP-79EEPZ-AVG bis 300 m (OM3) / 400 m (OM4) (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das AOM-TQSFP-79EEPZ-AVG ist für Multimode (MMF) ausgelegt.##Unterstützt das AOM-TQSFP-79EEPZ-AVG DOM/DDM?||Ja, das AOM-TQSFP-79EEPZ-AVG unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das AOM-TQSFP-79EEPZ-AVG?||Das AOM-TQSFP-79EEPZ-AVG ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-TQSFP-79EEPZ-AVG typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kurzstrecke, parallel).##Ist das AOM-TQSFP-79EEPZ-AVG mit Supermicro-Geräten kompatibel?||Das AOM-TQSFP-79EEPZ-AVG ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
AOM-AQS-107-B0C2-CX,FAQ,"Welche Datenrate und Bauform hat das AOM-AQS-107-B0C2-CX?||Das AOM-AQS-107-B0C2-CX ist ein SFP+-Modul mit 10 Gbit/s nach 10GBASE-T (NBASE-T 10G/5G/2,5G/1G/100M).##Welchen Stecker und welche Schnittstelle nutzt das AOM-AQS-107-B0C2-CX?||Das AOM-AQS-107-B0C2-CX hat den Formfaktor SFP+ mit RJ45-Schnittstelle.##Welche Reichweite erreicht das AOM-AQS-107-B0C2-CX?||Laut Spezifikation erreicht das AOM-AQS-107-B0C2-CX bis 30 m (Cat 6a).##Welcher Fasertyp ist erforderlich?||Das AOM-AQS-107-B0C2-CX ist für Kupfer (Twisted-Pair) ausgelegt.##Unterstützt das AOM-AQS-107-B0C2-CX DOM/DDM?||Nein, das AOM-AQS-107-B0C2-CX unterstützt kein DOM/DDM.##In welchem Temperaturbereich arbeitet das AOM-AQS-107-B0C2-CX?||Das AOM-AQS-107-B0C2-CX ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das AOM-AQS-107-B0C2-CX typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum / Server (Kupfer).##Ist das AOM-AQS-107-B0C2-CX mit Supermicro-Geräten kompatibel?||Das AOM-AQS-107-B0C2-CX ist eine Supermicro-Optik-Komponente und für den Betrieb in Supermicro-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
