Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
WS-C2960+48PST-L,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Layer,L2,2,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Portanzahl,52,3,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Port-Konfiguration,48× FE-RJ45 (PoE) + 2× 1G-SFP + 2× 1000BASE-T,4,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Port-Geschwindigkeit,100M (Uplink 1G),5,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,PoE,"Ja – PoE (802.3af, bis 15,4 W/Port), 370 W",7,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Switching-Kapazität,16 Gbit/s,8,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Durchsatz,"13,1 Mpps",9,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Stromversorgung,Internes Netzteil (100–240 V AC); externe Redundanz über Cisco RPS 2300,11,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Kühlung,Aktiv (temperaturgeregelte Lüfter),12,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C2960+48PST-L,,Switch,Anwendung,"Enterprise-/Branch-Zugang (Layer-2-Access (LAN Base), Fast-Ethernet 10/100); PoE-Versorgung (802.3af) für IP-Telefone und Access-Points; eigenständiger Betrieb (ohne Stacking), externe Stromredundanz über Cisco RPS 2300; verwaltet über Cisco IOS (CLI) und Web-UI; Original-Ersatz-Hardware für bestehende 10/100-Standorte",15,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Layer,L2,2,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Portanzahl,26,3,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Port-Konfiguration,24× FE-RJ45 (PoE) + 2× 1G-Combo,4,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Port-Geschwindigkeit,100M (Uplink 1G),5,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,PoE,"Ja – PoE (802.3af, bis 15,4 W/Port), 370 W",7,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Switching-Kapazität,16 Gbit/s,8,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Durchsatz,"6,5 Mpps",9,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Stromversorgung,Internes Netzteil (100–240 V AC); externe Redundanz über Cisco RPS 2300,11,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Kühlung,Aktiv (temperaturgeregelte Lüfter),12,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C2960+24PC-L,,Switch,Anwendung,"Enterprise-/Branch-Zugang (Layer-2-Access (LAN Base), Fast-Ethernet 10/100); PoE-Versorgung (802.3af) für IP-Telefone und Access-Points; eigenständiger Betrieb (ohne Stacking), externe Stromredundanz über Cisco RPS 2300; verwaltet über Cisco IOS (CLI) und Web-UI; Original-Ersatz-Hardware für bestehende 10/100-Standorte",15,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Layer,L2,2,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Portanzahl,26,3,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Port-Konfiguration,24× FE-RJ45 (davon 8 mit PoE) + 2× 1G-Combo,4,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Port-Geschwindigkeit,100M (Uplink 1G),5,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,PoE,"Ja – PoE (802.3af, bis 15,4 W/Port), 123 W (davon 8 Ports mit PoE)",7,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Switching-Kapazität,16 Gbit/s,8,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Durchsatz,"6,5 Mpps",9,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Stromversorgung,Internes Netzteil (100–240 V AC); externe Redundanz über Cisco RPS 2300,11,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Kühlung,Aktiv (temperaturgeregelte Lüfter),12,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Stacking,Nein,13,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C2960+24LC-L,,Switch,Anwendung,"Enterprise-/Branch-Zugang (Layer-2-Access (LAN Base), Fast-Ethernet 10/100); PoE-Versorgung (802.3af) für IP-Telefone und Access-Points; eigenständiger Betrieb (ohne Stacking), externe Stromredundanz über Cisco RPS 2300; verwaltet über Cisco IOS (CLI) und Web-UI; Original-Ersatz-Hardware für bestehende 10/100-Standorte",15,Wertliste,Attribut
WS-C2960+48TC-L,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C2960+48TC-L,,Switch,Layer,L2,2,Wertliste,Attribut
WS-C2960+48TC-L,,Switch,Portanzahl,50,3,Wertliste,Attribut
WS-C2960+48TC-L,,Switch,Port-Konfiguration,48× FE-RJ45 + 2× 1G-Combo,4,Wertliste,Attribut
WS-C2960+48TC-L,,Switch,Port-Geschwindigkeit,100M (Uplink 1G),5,Wertliste,Attribut
WS-C2960+48TC-L,,Switch,PoE,Nein,7,Wertliste,Attribut
