Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-C2960+48PST-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+24PC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+24LC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+48TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+24TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+48PST-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+24PC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+24LC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+48TC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960+24TC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
