Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
IE-3500-8T3S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3500-8T3S-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3500-8P3S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3500-8P3S-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3505-8T3S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3505-8T3S-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3505-8P3S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3505-8P3S-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3500-8T3X-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3500-8T3X-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3500-8U3X-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3500-8U3X-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
