Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
IE-3500-8T3S-E,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Layer,L3,2,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Portanzahl,11,3,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Port-Konfiguration,8× 1G-RJ45 + 3× 1G-SFP,4,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,PoE,Nein,7,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Switching-Kapazität,22 Gbit/s,8,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Durchsatz,"16,4 Mpps",9,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Bauform,"Kompakt-Industriegehäuse (DIN-Schienenmontage, lüfterlos)",10,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Stromversorgung,"Dual-DC-Eingang (9,6–60 VDC), externe DIN-Schienen-Netzteile (PWR-IE-Serie)",11,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Kühlung,"Lüfterlos (Konvektionskühlung, keine bewegten Teile)",12,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Stacking,Nein,13,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Betriebstemperatur,-40 bis 75 °C,14,Wertliste,Attribut
IE-3500-8T3S-E,,Switch,Anwendung,"Gehärteter, lüfterloser Layer-3-Zugang auf der DIN-Schiene (Industrie-Switch) der neuesten Generation – Fertigung, Maschinen-Vision, Energie/Umspannwerk, Verkehr/ITS und Bergbau; −40 bis +75 °C, Dual-DC-Eingang; Ring-Redundanz REP/MRP; Industrieprotokolle CIP/EtherNet-IP, PROFINET, MODBUS TCP und PTPv2; reine Datenports ohne PoE; Network Essentials (Layer-3-Routing (OSPF/RIP/PBR) und MACsec-128); verwaltet über Cisco Catalyst Center und WebUI (IOS XE)",15,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Layer,L3,2,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Portanzahl,11,3,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Port-Konfiguration,8× 1G-RJ45 + 3× 1G-SFP,4,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,PoE,Nein,7,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Switching-Kapazität,22 Gbit/s,8,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Durchsatz,"16,4 Mpps",9,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Bauform,"Kompakt-Industriegehäuse (DIN-Schienenmontage, lüfterlos)",10,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Stromversorgung,"Dual-DC-Eingang (9,6–60 VDC), externe DIN-Schienen-Netzteile (PWR-IE-Serie)",11,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Kühlung,"Lüfterlos (Konvektionskühlung, keine bewegten Teile)",12,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Stacking,Nein,13,Wertliste,Attribut
IE-3500-8T3S-A,,Switch,Betriebstemperatur,-40 bis 75 °C,14,Wertliste,Attribut
