Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
IE-4000-4TC4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-8T4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-8S4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-4T4P4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-16T4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-4S8P4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-8GT4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-8GS4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-4GC4GP4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-16GT4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-8GT8GP4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-4000-4GS8GP4G-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
