Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
MS130-8-HW,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
MS130-8-HW,,Switch,Layer,L2,2,Wertliste,Attribut
MS130-8-HW,,Switch,Portanzahl,8,3,Wertliste,Attribut
MS130-8-HW,,Switch,Port-Konfiguration,8× 1G-RJ45,4,Wertliste,Attribut
MS130-8-HW,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
MS130-8-HW,,Switch,Uplink-Ports,2× SFP (1G),6,Wertliste,Attribut
MS130-8-HW,,Switch,PoE,Nein,7,Wertliste,Attribut
MS130-8-HW,,Switch,Switching-Kapazität,20 Gbit/s,8,Wertliste,Attribut
MS130-8-HW,,Switch,Durchsatz,Line-Rate (nicht-blockierend),9,Wertliste,Attribut
MS130-8-HW,,Switch,Bauform,Desktop,10,Wertliste,Attribut
MS130-8-HW,,Switch,Stromversorgung,Externes Steckernetzteil,11,Wertliste,Attribut
MS130-8-HW,,Switch,Kühlung,Passiv (lüfterlos),12,Wertliste,Attribut
MS130-8-HW,,Switch,Stacking,Nein,13,Wertliste,Attribut
MS130-8-HW,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
MS130-8-HW,,Switch,Anwendung,"Cloud-gemanagter Enterprise-/Campus-Zugang (Gigabit-Ethernet, Layer 2); Desktop-Switch mit 8× 1G-RJ45 und 2× SFP (1G); verwaltet über das Cisco Meraki Dashboard (Meraki OS); Lizenz separat erforderlich",15,Wertliste,Attribut
MS130-8P-HW,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
MS130-8P-HW,,Switch,Layer,L2,2,Wertliste,Attribut
MS130-8P-HW,,Switch,Portanzahl,8,3,Wertliste,Attribut
MS130-8P-HW,,Switch,Port-Konfiguration,8× 1G-RJ45 (PoE),4,Wertliste,Attribut
MS130-8P-HW,,Switch,Port-Geschwindigkeit,1G,5,Wertliste,Attribut
MS130-8P-HW,,Switch,Uplink-Ports,2× SFP (1G),6,Wertliste,Attribut
MS130-8P-HW,,Switch,PoE,"PoE (IEEE 802.3bt, bis 30 W/Port), 120 W",7,Wertliste,Attribut
MS130-8P-HW,,Switch,Switching-Kapazität,20 Gbit/s,8,Wertliste,Attribut
MS130-8P-HW,,Switch,Durchsatz,Line-Rate (nicht-blockierend),9,Wertliste,Attribut
MS130-8P-HW,,Switch,Bauform,Desktop,10,Wertliste,Attribut
MS130-8P-HW,,Switch,Stromversorgung,Externes Steckernetzteil,11,Wertliste,Attribut
MS130-8P-HW,,Switch,Kühlung,Passiv (lüfterlos),12,Wertliste,Attribut
MS130-8P-HW,,Switch,Stacking,Nein,13,Wertliste,Attribut
