Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
S4B20A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S4B20A,,Switch,Layer,L3,2,Wertliste,Attribut
S4B20A,,Switch,Portanzahl,22,3,Wertliste,Attribut
S4B20A,,Switch,Port-Konfiguration,18× 1/10/25G-SFP28 + 4× QSFP28 (40/100G) (Uplink),4,Wertliste,Attribut
S4B20A,,Switch,Port-Geschwindigkeit,"1/10/25 GbE (SFP28, Access), 40/100 GbE (QSFP28-Uplink)",5,Wertliste,Attribut
S4B20A,,Switch,Uplink-Ports,4× QSFP28 (40/100G),6,Wertliste,Attribut
S4B20A,,Switch,PoE,Nein,7,Wertliste,Attribut
S4B20A,,Switch,Switching-Kapazität,"2,16 Tbit/s",8,Wertliste,Attribut
S4B20A,,Switch,Durchsatz,Wire-Speed (modellspezifischer Mpps-Wert nicht im Datenblatt ausgewiesen),9,Wertliste,Attribut
S4B20A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, halbe Breite)",10,Wertliste,Attribut
S4B20A,,Switch,Stromversorgung,"2 fest verbaute Netzteile (1+1-Redundanz), 100–240 VAC, max. 500 W",11,Wertliste,Attribut
S4B20A,,Switch,Kühlung,"4 fest verbaute Lüfter (N+1, Airflow front-to-back)",12,Wertliste,Attribut
S4B20A,,Switch,Stacking,"VSX (Aruba Virtual Switching Extension) – 2-Node-Hochverfügbarkeit, aktiv-aktiv mit synchronisiertem Forwarding-Zustand (MC-LAG)",13,Wertliste,Attribut
S4B20A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
S4B20A,,Switch,Anwendung,"Kompakter Data-Center-Spine/Leaf (halbe Breite, Layer 3, AOS-CX) mit 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit",15,Wertliste,Attribut
S4B21A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S4B21A,,Switch,Layer,L3,2,Wertliste,Attribut
S4B21A,,Switch,Portanzahl,22,3,Wertliste,Attribut
S4B21A,,Switch,Port-Konfiguration,18× 1/10/25G-SFP28 + 4× QSFP28 (40/100G) (Uplink),4,Wertliste,Attribut
S4B21A,,Switch,Port-Geschwindigkeit,"1/10/25 GbE (SFP28, Access), 40/100 GbE (QSFP28-Uplink)",5,Wertliste,Attribut
S4B21A,,Switch,Uplink-Ports,4× QSFP28 (40/100G),6,Wertliste,Attribut
S4B21A,,Switch,PoE,Nein,7,Wertliste,Attribut
S4B21A,,Switch,Switching-Kapazität,"2,16 Tbit/s",8,Wertliste,Attribut
S4B21A,,Switch,Durchsatz,Wire-Speed (modellspezifischer Mpps-Wert nicht im Datenblatt ausgewiesen),9,Wertliste,Attribut
S4B21A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, halbe Breite)",10,Wertliste,Attribut
S4B21A,,Switch,Stromversorgung,"2 fest verbaute Netzteile (1+1-Redundanz), 100–240 VAC, max. 500 W",11,Wertliste,Attribut
S4B21A,,Switch,Kühlung,"4 fest verbaute Lüfter (N+1, Airflow back-to-front)",12,Wertliste,Attribut
S4B21A,,Switch,Stacking,"VSX (Aruba Virtual Switching Extension) – 2-Node-Hochverfügbarkeit, aktiv-aktiv mit synchronisiertem Forwarding-Zustand (MC-LAG)",13,Wertliste,Attribut
S4B21A,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
S4B21A,,Switch,Anwendung,"Kompakter Data-Center-Spine/Leaf (halbe Breite, Layer 3, AOS-CX) mit 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit",15,Wertliste,Attribut
S2T42A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S2T42A,,Switch,Layer,L3,2,Wertliste,Attribut
S2T42A,,Switch,Portanzahl,22,3,Wertliste,Attribut
S2T42A,,Switch,Port-Konfiguration,18× 1/10/25G-SFP28 + 4× QSFP28 (40/100G) (Uplink),4,Wertliste,Attribut
S2T42A,,Switch,Port-Geschwindigkeit,"1/10/25 GbE (SFP28, Access), 40/100 GbE (QSFP28-Uplink)",5,Wertliste,Attribut
S2T42A,,Switch,Uplink-Ports,4× QSFP28 (40/100G),6,Wertliste,Attribut
S2T42A,,Switch,PoE,Nein,7,Wertliste,Attribut
S2T42A,,Switch,Switching-Kapazität,"2,16 Tbit/s",8,Wertliste,Attribut
S2T42A,,Switch,Durchsatz,Wire-Speed (modellspezifischer Mpps-Wert nicht im Datenblatt ausgewiesen),9,Wertliste,Attribut
S2T42A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, halbe Breite)",10,Wertliste,Attribut
S2T42A,,Switch,Stromversorgung,"2 fest verbaute Netzteile (1+1-Redundanz), 100–240 VAC, max. 500 W",11,Wertliste,Attribut
S2T42A,,Switch,Kühlung,"4 fest verbaute Lüfter (N+1, Airflow front-to-back)",12,Wertliste,Attribut
S2T42A,,Switch,Stacking,"VSX (Aruba Virtual Switching Extension) – 2-Node-Hochverfügbarkeit, aktiv-aktiv mit synchronisiertem Forwarding-Zustand (MC-LAG)",13,Wertliste,Attribut
S2T42A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
S2T42A,,Switch,Anwendung,"Kompakter Data-Center-Spine/Leaf (halbe Breite, Layer 3, AOS-CX) mit 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit",15,Wertliste,Attribut
S2T46A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S2T46A,,Switch,Layer,L3,2,Wertliste,Attribut
S2T46A,,Switch,Portanzahl,22,3,Wertliste,Attribut
S2T46A,,Switch,Port-Konfiguration,18× 1/10/25G-SFP28 + 4× QSFP28 (40/100G) (Uplink),4,Wertliste,Attribut
S2T46A,,Switch,Port-Geschwindigkeit,"1/10/25 GbE (SFP28, Access), 40/100 GbE (QSFP28-Uplink)",5,Wertliste,Attribut
S2T46A,,Switch,Uplink-Ports,4× QSFP28 (40/100G),6,Wertliste,Attribut
S2T46A,,Switch,PoE,Nein,7,Wertliste,Attribut
S2T46A,,Switch,Switching-Kapazität,"2,16 Tbit/s",8,Wertliste,Attribut
S2T46A,,Switch,Durchsatz,Wire-Speed (modellspezifischer Mpps-Wert nicht im Datenblatt ausgewiesen),9,Wertliste,Attribut
S2T46A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, halbe Breite)",10,Wertliste,Attribut
S2T46A,,Switch,Stromversorgung,"2 fest verbaute Netzteile (1+1-Redundanz), 100–240 VAC, max. 500 W",11,Wertliste,Attribut
S2T46A,,Switch,Kühlung,"4 fest verbaute Lüfter (N+1, Airflow back-to-front)",12,Wertliste,Attribut
S2T46A,,Switch,Stacking,"VSX (Aruba Virtual Switching Extension) – 2-Node-Hochverfügbarkeit, aktiv-aktiv mit synchronisiertem Forwarding-Zustand (MC-LAG)",13,Wertliste,Attribut
S2T46A,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
S2T46A,,Switch,Anwendung,"Kompakter Data-Center-Spine/Leaf (halbe Breite, Layer 3, AOS-CX) mit 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit",15,Wertliste,Attribut
S4B22A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S4B22A,,Switch,Layer,L3,2,Wertliste,Attribut
S4B22A,,Switch,Portanzahl,16,3,Wertliste,Attribut
S4B22A,,Switch,Port-Konfiguration,16× 40/100G-QSFP28,4,Wertliste,Attribut
S4B22A,,Switch,Port-Geschwindigkeit,40/100 GbE (QSFP+/QSFP28); optional 4×25G-Breakout,5,Wertliste,Attribut
S4B22A,,Switch,Uplink-Ports,alle 16 Ports flexibel (40/100G-QSFP28; 4×25G-Breakout),6,Wertliste,Attribut
S4B22A,,Switch,PoE,Nein,7,Wertliste,Attribut
S4B22A,,Switch,Switching-Kapazität,4 Tbit/s,8,Wertliste,Attribut
S4B22A,,Switch,Durchsatz,Wire-Speed (modellspezifischer Mpps-Wert nicht im Datenblatt ausgewiesen),9,Wertliste,Attribut
S4B22A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, halbe Breite)",10,Wertliste,Attribut
S4B22A,,Switch,Stromversorgung,"2 fest verbaute Netzteile (1+1-Redundanz), 100–240 VAC, max. 500 W",11,Wertliste,Attribut
S4B22A,,Switch,Kühlung,"4 fest verbaute Lüfter (N+1, Airflow front-to-back)",12,Wertliste,Attribut
S4B22A,,Switch,Stacking,"VSX (Aruba Virtual Switching Extension) – 2-Node-Hochverfügbarkeit, aktiv-aktiv mit synchronisiertem Forwarding-Zustand (MC-LAG)",13,Wertliste,Attribut
S4B22A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
S4B22A,,Switch,Anwendung,"Kompakter Data-Center-Spine/Leaf (halbe Breite, Layer 3, AOS-CX) mit 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit",15,Wertliste,Attribut
S4B23A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S4B23A,,Switch,Layer,L3,2,Wertliste,Attribut
S4B23A,,Switch,Portanzahl,16,3,Wertliste,Attribut
S4B23A,,Switch,Port-Konfiguration,16× 40/100G-QSFP28,4,Wertliste,Attribut
S4B23A,,Switch,Port-Geschwindigkeit,40/100 GbE (QSFP+/QSFP28); optional 4×25G-Breakout,5,Wertliste,Attribut
S4B23A,,Switch,Uplink-Ports,alle 16 Ports flexibel (40/100G-QSFP28; 4×25G-Breakout),6,Wertliste,Attribut
S4B23A,,Switch,PoE,Nein,7,Wertliste,Attribut
S4B23A,,Switch,Switching-Kapazität,4 Tbit/s,8,Wertliste,Attribut
S4B23A,,Switch,Durchsatz,Wire-Speed (modellspezifischer Mpps-Wert nicht im Datenblatt ausgewiesen),9,Wertliste,Attribut
S4B23A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, halbe Breite)",10,Wertliste,Attribut
S4B23A,,Switch,Stromversorgung,"2 fest verbaute Netzteile (1+1-Redundanz), 100–240 VAC, max. 500 W",11,Wertliste,Attribut
S4B23A,,Switch,Kühlung,"4 fest verbaute Lüfter (N+1, Airflow back-to-front)",12,Wertliste,Attribut
S4B23A,,Switch,Stacking,"VSX (Aruba Virtual Switching Extension) – 2-Node-Hochverfügbarkeit, aktiv-aktiv mit synchronisiertem Forwarding-Zustand (MC-LAG)",13,Wertliste,Attribut
S4B23A,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
S4B23A,,Switch,Anwendung,"Kompakter Data-Center-Spine/Leaf (halbe Breite, Layer 3, AOS-CX) mit 25G/100G-Ports, BGP-EVPN/VXLAN und VSX-Hochverfügbarkeit",15,Wertliste,Attribut
S2T47A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
S2T47A,,Switch,Layer,L3,2,Wertliste,Attribut
S2T47A,,Switch,Portanzahl,16,3,Wertliste,Attribut
S2T47A,,Switch,Port-Konfiguration,16× 40/100G-QSFP28,4,Wertliste,Attribut
S2T47A,,Switch,Port-Geschwindigkeit,40/100 GbE (QSFP+/QSFP28); optional 4×25G-Breakout,5,Wertliste,Attribut
S2T47A,,Switch,Uplink-Ports,alle 16 Ports flexibel (40/100G-QSFP28; 4×25G-Breakout),6,Wertliste,Attribut
S2T47A,,Switch,PoE,Nein,7,Wertliste,Attribut
S2T47A,,Switch,Switching-Kapazität,4 Tbit/s,8,Wertliste,Attribut
S2T47A,,Switch,Durchsatz,Wire-Speed (modellspezifischer Mpps-Wert nicht im Datenblatt ausgewiesen),9,Wertliste,Attribut
S2T47A,,Switch,Bauform,"19-Zoll-Rackmontage (1 HE, halbe Breite)",10,Wertliste,Attribut
S2T47A,,Switch,Stromversorgung,"2 fest verbaute Netzteile (1+1-Redundanz), 100–240 VAC, max. 500 W",11,Wertliste,Attribut
