Artikelnummer;Netto-VK
CRS106-1C-5S;0,00
CRS326-24G-2S+RM;0,00
CSS326-24G-2S+RM;0,00
CSS106-5G-1S;0,00
CSS106-1G-4P-1S;0,00
CRS112-8P-4S-IN;0,00
CRS304-4XG-IN;0,00
CRS305-1G-4S+IN;0,00
CRS309-1G-8S+IN;0,00
CRS310-1G-5S-4S+IN;0,00
CRS310-8G+2S+IN;0,00
CRS312-4C+8XG-RM;0,00
CRS317-1G-16S+RM;0,00
CRS318-1Fi-15Fr-2S-OUT;0,00
CRS320-8P-8B-4S+RM;0,00
CRS326-24G-2S+IN;0,00
CRS326-24S+2Q+RM;0,00
CRS326-4C+20G+2Q+RM;0,00
CRS328-24P-4S+RM;0,00
CRS328-4C-20S-4S+RM;0,00
CRS354-48G-4S+2Q+RM;0,00
CRS354-48P-4S+2Q+RM;0,00
CRS418-8P-8G-2S+RM;0,00
CRS418-8P-8G-2S+5axQ2axQ-RM;0,00
CRS504-4XQ-IN;0,00
CRS504-4XQ-OUT;0,00
CRS510-8XS-2XQ-IN;0,00
CRS518-16XS-2XQ-RM;0,00
CRS520-4XS-16XQ-RM;0,00
CRS804-4DDQ-hRM;0,00
CRS812-8DS-2DQ-2DDQ-RM;0,00
CSS318-16G-2S+IN;0,00
CSS610-8G-2S+IN;0,00
CSS610-8P-2S+IN;0,00
CRS318-16P-2S+OUT;0,00
CSS610-1Gi-7R-2S+OUT;0,00
CSS610-8P-2S+OUT;0,00
CRS310-1G-5S-4S+OUT;0,00
CRS305-1G-4S+OUT;0,00
