Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
C9350-24T,"3500,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48P
C9350-48T,"4500,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48P
C9350-24P,"4000,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48P
C9350-48P,"5200,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",direkt,C9350-48P (Layer23 $5.193)
C9350-24U,"5500,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-48U,"7500,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-24HX,"8000,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-48HX,"11000,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",direkt,C9350-48HX (Layer23 $11.888)
C9350-48HXN,"12000,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-48TX,"8500,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-48HM,"10000,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-24Y,"9500,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-12Y,"7000,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48HX
C9350-48S,"6000,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48P
C9350-24S,"4500,00","Genuine-New-Sealed street (Layer23): C9350-48P $5.193 (von Liste $20.592), C9350-48HX $11.888 (von $29.076). Newest-gen Smart Switch. Refurb/used ignoriert. Tier-Leiter monoton (T<P<U<TX<HM<HX<HXN).",geschätzt-aus-Vergleich,C9350-48P
