Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
C9350-24T,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48T,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-24P,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48P,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-24U,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48U,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-24HX,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48HX,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48HXN,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48TX,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48HM,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-24Y,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-12Y,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-48S,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9350-24S,,condition,Funktionsattribut,Wertliste,Deutsch,new
