Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
WS-C2960PD-8TT-L,"180,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,8 FE PD (PoE-Uplink-gespeist)
WS-C2960-8TC-L,"170,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,8 FE LAN Base no-PoE compact
WS-C2960-24TT-L,"230,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24 FE LAN Base 1000BASE-T uplink
WS-C2960-48TT-L,"330,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48 FE LAN Base 1000BASE-T uplink
WS-C2960-24TC-L,"240,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24 FE LAN Base combo
WS-C2960-48TC-L,"345,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48 FE LAN Base combo
WS-C2960-24LT-L,"290,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24 FE LAN Base 8-PoE
WS-C2960-24PC-L,"360,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24 FE LAN Base PoE-370
WS-C2960-48PST-L,"500,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48 FE LAN Base PoE-370
WS-C2960G-8TC-L,"280,00","Genuine-New-Sealed ONLY (Catalyst 2960/2960G original, 2009-2011-era, long EoS): refurb-gesättigt, refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Kein sauberer EUR-Anker -> geschätzt aus Operator-Band ~€150 (8TC-S) -> ~€650 (G-48TC-L). Unterste 2960-Bänder (vollständig EoS). Monoton Featureset(LAN Lite<LAN Base)×Speed(FE<GbE)×Ports(8<24<48)×PoE(kein<8-Port<24/48-Port-370W). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,8 Gigabit LAN Base
