Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-C2960PD-8TT-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-8TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24TT-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-48TT-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-48TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24LT-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24PC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-48PST-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960G-8TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960G-24TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960G-48TC-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-8TC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24TC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24LC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-24PC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-48TT-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-48TC-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C2960-48PST-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
