Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
JC614A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG496A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH198A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG375A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH206A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC615A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC751A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC752A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC753A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC754A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC749A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC750A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC617A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC618A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC619A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC620A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC621A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC622A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC623A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC625A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC626A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC627A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC628A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC631A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC755A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC756A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC757A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JC763A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH191A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH196A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH192A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH193A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH194A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH195A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH197A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH432A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH433A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH434A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG392A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG394A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG396A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JG916A,,condition,Funktionsattribut,Wertliste,Deutsch,new
