Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-C3650-24PS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-24PS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-24PS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48PS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48PS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48PS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48FS-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48FS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48FS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-24PD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-24PD-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-24PD-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48PD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48PD-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48PD-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48FD-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48FD-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3650-48FD-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
