Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
SG350X-8PMD,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-12PMV,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-24,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-24P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-24MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-24PD,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-24PV,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-48,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-48P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-48MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350X-48PV,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350XG-2F10,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350XG-24F,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350XG-24T,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG350XG-48T,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX350X-08,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX350X-12,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX350X-24F,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX350X-24,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX350X-52,,condition,Funktionsattribut,Wertliste,Deutsch,new
