Artikelnummer,FAQ
SG350X-8PMD,"Wie viele Ports hat der SG350X-8PMD?||Der SG350X-8PMD bietet insgesamt 10 Ports: 8× 2,5G-RJ45 (PoE+) + 2× 10G-Combo.##Lässt sich der SG350X-8PMD stapeln?||Ja, der SG350X-8PMD unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-8PMD?||Der SG350X-8PMD liefert PoE+ (802.3af/at) inkl. 4× 60-W-PoE-Ports mit insgesamt 240 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-8PMD verwaltet und ist er noch aktuell?||Der SG350X-8PMD läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-8PMD bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-12PMV,"Wie viele Ports hat der SG350X-12PMV?||Der SG350X-12PMV bietet insgesamt 16 Ports: 12× 5G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-12PMV stapeln?||Ja, der SG350X-12PMV unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-12PMV?||Der SG350X-12PMV liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 375 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-12PMV verwaltet und ist er noch aktuell?||Der SG350X-12PMV läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-12PMV bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-24,"Wie viele Ports hat der SG350X-24?||Der SG350X-24 bietet insgesamt 28 Ports: 24× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-24 stapeln?||Ja, der SG350X-24 unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Hat der SG350X-24 PoE?||Nein, der SG350X-24 ist ein reiner 10G-Aggregations-Switch ohne PoE-Einspeisung (24× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+).##Wie wird der SG350X-24 verwaltet und ist er noch aktuell?||Der SG350X-24 läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-24 bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-24P,"Wie viele Ports hat der SG350X-24P?||Der SG350X-24P bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-24P stapeln?||Ja, der SG350X-24P unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-24P?||Der SG350X-24P liefert PoE+ (802.3af/at) inkl. 4× 60-W-PoE-Ports mit insgesamt 195 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-24P verwaltet und ist er noch aktuell?||Der SG350X-24P läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-24P bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-24MP,"Wie viele Ports hat der SG350X-24MP?||Der SG350X-24MP bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-24MP stapeln?||Ja, der SG350X-24MP unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-24MP?||Der SG350X-24MP liefert PoE+ (802.3af/at) inkl. 4× 60-W-PoE-Ports mit insgesamt 382 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-24MP verwaltet und ist er noch aktuell?||Der SG350X-24MP läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-24MP bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-24PD,"Wie viele Ports hat der SG350X-24PD?||Der SG350X-24PD bietet insgesamt 28 Ports: 20× 1G-RJ45 (PoE+) + 4× 2,5G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-24PD stapeln?||Ja, der SG350X-24PD unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-24PD?||Der SG350X-24PD liefert PoE+ (802.3af/at) inkl. 4× 60-W-PoE-Ports mit insgesamt 375 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-24PD verwaltet und ist er noch aktuell?||Der SG350X-24PD läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-24PD bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-24PV,"Wie viele Ports hat der SG350X-24PV?||Der SG350X-24PV bietet insgesamt 28 Ports: 16× 1G-RJ45 (PoE+) + 8× 5G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-24PV stapeln?||Ja, der SG350X-24PV unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-24PV?||Der SG350X-24PV liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 375 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-24PV verwaltet und ist er noch aktuell?||Der SG350X-24PV läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-24PV bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-48,"Wie viele Ports hat der SG350X-48?||Der SG350X-48 bietet insgesamt 52 Ports: 48× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-48 stapeln?||Ja, der SG350X-48 unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Hat der SG350X-48 PoE?||Nein, der SG350X-48 ist ein reiner 10G-Aggregations-Switch ohne PoE-Einspeisung (48× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+).##Wie wird der SG350X-48 verwaltet und ist er noch aktuell?||Der SG350X-48 läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-48 bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-48P,"Wie viele Ports hat der SG350X-48P?||Der SG350X-48P bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-48P stapeln?||Ja, der SG350X-48P unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-48P?||Der SG350X-48P liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 382 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-48P verwaltet und ist er noch aktuell?||Der SG350X-48P läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-48P bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG350X-48MP,"Wie viele Ports hat der SG350X-48MP?||Der SG350X-48MP bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Lässt sich der SG350X-48MP stapeln?||Ja, der SG350X-48MP unterstützt echtes Hardware-Stacking von bis zu vier Einheiten (208 Ports, Hybrid-Stack aus SG350X/SG350XG/SX350X) unter einer einzigen Verwaltungs-IP.##Welches PoE-Budget hat der SG350X-48MP?||Der SG350X-48MP liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 740 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG350X-48MP verwaltet und ist er noch aktuell?||Der SG350X-48MP läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 350X-Serie ist abgekündigt (End-of-Sale 2021); der SG350X-48MP bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
