Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
IE-3100-4T2S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-8T2C-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-8T4S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-18T2C-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-18T2C-CC-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-4P2S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-8P2C-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-3P1U2S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3100-6P2U2C-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3105-8T2C-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3105-18T2C-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
