Artikelnummer;Netto-VK
WS-C3850-12S-S;520,00
WS-C3850-12S-E;640,00
WS-C3850-24S-S;680,00
WS-C3850-24S-E;840,00
WS-C3850-12XS-S;1150,00
WS-C3850-12XS-E;1450,00
WS-C3850-16XS-S;1450,00
WS-C3850-16XS-E;1800,00
WS-C3850-24XS-S;1950,00
WS-C3850-24XS-E;2450,00
WS-C3850-32XS-S;2550,00
WS-C3850-32XS-E;3150,00
WS-C3850-48XS-S;3400,00
WS-C3850-48XS-E;4200,00
WS-C3850-48XS-F-S;3500,00
WS-C3850-48XS-F-E;4300,00
WS-C3850-24XU-L;2200,00
WS-C3850-24XU-S;2850,00
WS-C3850-24XU-E;3500,00
WS-C3850-12X48U-L;3200,00
WS-C3850-12X48U-S;4100,00
WS-C3850-12X48U-E;5000,00
