Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
WS-C3850-12S-S,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Portanzahl,12,3,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Port-Konfiguration,12× 1G-SFP (1000BASE-X) + 1 Netzwerkmodul-Steckplatz (Uplinks separat),4,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Port-Geschwindigkeit,1 GbE (1000BASE-X SFP),5,Wertliste,Attribut
WS-C3850-12S-S,,Switch,PoE,Nein,7,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Switching-Kapazität,68 Gbit/s,8,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Durchsatz,"50,6 Mpps",9,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Bauform,Rack-Montage (1 HE),10,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Stromversorgung,"Modular, redundant (1 Netzteil im Lieferumfang, 2 möglich)",11,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Kühlung,Aktiv (redundante Lüfter),12,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Stacking,"Ja – Cisco StackWise-480 (bis 9 Einheiten, 480 Gbit/s)",13,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C3850-12S-S,,Switch,Anwendung,"Campus-/Enterprise-Access (stapelbar, Cisco StackWise-480) – Layer 3-Zugang mit IP Base-Lizenz; reine Datenports ohne PoE; 12 SFP-Ports mit modularem Uplink-Steckplatz; konvergiertes Wired/Wireless unter Cisco IOS XE (UADP-ASIC); verwaltet über CLI/WebUI",15,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Layer,L3,2,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Portanzahl,12,3,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Port-Konfiguration,12× 1G-SFP (1000BASE-X) + 1 Netzwerkmodul-Steckplatz (Uplinks separat),4,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Port-Geschwindigkeit,1 GbE (1000BASE-X SFP),5,Wertliste,Attribut
WS-C3850-12S-E,,Switch,PoE,Nein,7,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Switching-Kapazität,68 Gbit/s,8,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Durchsatz,"50,6 Mpps",9,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Bauform,Rack-Montage (1 HE),10,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Stromversorgung,"Modular, redundant (1 Netzteil im Lieferumfang, 2 möglich)",11,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Kühlung,Aktiv (redundante Lüfter),12,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Stacking,"Ja – Cisco StackWise-480 (bis 9 Einheiten, 480 Gbit/s)",13,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Betriebstemperatur,-5 bis 45 °C,14,Wertliste,Attribut
WS-C3850-12S-E,,Switch,Anwendung,"Campus-/Enterprise-Access (stapelbar, Cisco StackWise-480) – Layer 3-Zugang mit IP Services-Lizenz; reine Datenports ohne PoE; 12 SFP-Ports mit modularem Uplink-Steckplatz; konvergiertes Wired/Wireless unter Cisco IOS XE (UADP-ASIC); verwaltet über CLI/WebUI",15,Wertliste,Attribut
