Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-C3850-12S-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-12S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-24S-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-24S-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-12XS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-12XS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-16XS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-16XS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-24XS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-24XS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-32XS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-32XS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-48XS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-48XS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-48XS-F-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-48XS-F-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-24XU-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-24XU-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-24XU-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-12X48U-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-12X48U-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3850-12X48U-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
