Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
SFP-100M-FX-DELL,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1G-SX-DELL,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1G-LX-DELL,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-1G-T-DELL,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-10G-T-DELL,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-10G-T-LP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP-10G-T-RA,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP28-25G-SR,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP28-25G-ESR,,condition,Funktionsattribut,Wertliste,Deutsch,new
SFP28-25G-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-40G-SM4,,condition,Funktionsattribut,Wertliste,Deutsch,new
QSFP-40G-BIDI,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-SR1.2,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-SR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-ESR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-BIDI,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-SWDM4,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-CWDM4,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-LR1,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-LR4-Gen3,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-LR4-Gen4,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-FR,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-ER4-lite,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-PSM4-IR,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-PSM4-10,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-SR4-G2,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28-100G-FR-Gen3-LP,,condition,Funktionsattribut,Wertliste,Deutsch,new
S56DD-100G-FR,,condition,Funktionsattribut,Wertliste,Deutsch,new
S56DD-100G-LR,,condition,Funktionsattribut,Wertliste,Deutsch,new
S56DD-100G-SR1.2,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q28DD-200G-2SR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q56-200G-SR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-VR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-SR4.2-ON-Gen2,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-SR4.2-ON-Gen3,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56-DD-SR4.2-ON-Gen4,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-SR8-Gen2,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-EDR4-Gen2,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-EDR4-Gen3,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-FR4-Gen2,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-LR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-LDR4,,condition,Funktionsattribut,Wertliste,Deutsch,new
400G-Q56DD-ZR+*,,condition,Funktionsattribut,Wertliste,Deutsch,new
