Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
IE-3400H-8FT-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-8FT-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-16FT-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-16FT-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-24FT-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-24FT-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-8T-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-8T-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-16T-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-16T-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-24T-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
IE-3400H-24T-A,,condition,Funktionsattribut,Wertliste,Deutsch,new
