Artikelnummer,FAQ
WS-C3750E-24TD-S,"Lässt sich der WS-C3750E-24TD-S stapeln?||Ja – der WS-C3750E-24TD-S unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-24TD-S?||Der WS-C3750E-24TD-S trägt das Image IP Base – IP Base (SMI): statisches Routing, RIP und EIGRP-Stub. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-24TD-S PoE?||Nein – der WS-C3750E-24TD-S ist ein reiner Datenswitch ohne PoE (für PoE siehe die -PS-/-PD-Modelle der Serie).##Ist der WS-C3750E-24TD-S noch aktuell?||Der WS-C3750E-24TD-S ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-24TD-E,"Lässt sich der WS-C3750E-24TD-E stapeln?||Ja – der WS-C3750E-24TD-E unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-24TD-E?||Der WS-C3750E-24TD-E trägt das Image IP Services – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP, PIM), IPv6 und Policy-Based Routing. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-24TD-E PoE?||Nein – der WS-C3750E-24TD-E ist ein reiner Datenswitch ohne PoE (für PoE siehe die -PS-/-PD-Modelle der Serie).##Ist der WS-C3750E-24TD-E noch aktuell?||Der WS-C3750E-24TD-E ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-24PD-S,"Lässt sich der WS-C3750E-24PD-S stapeln?||Ja – der WS-C3750E-24PD-S unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-24PD-S?||Der WS-C3750E-24PD-S trägt das Image IP Base – IP Base (SMI): statisches Routing, RIP und EIGRP-Stub. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-24PD-S PoE?||Ja – der WS-C3750E-24PD-S liefert PoE nach IEEE 802.3af (plus Cisco prestandard) an seinen Zugangsports.##Ist der WS-C3750E-24PD-S noch aktuell?||Der WS-C3750E-24PD-S ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-24PD-E,"Lässt sich der WS-C3750E-24PD-E stapeln?||Ja – der WS-C3750E-24PD-E unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-24PD-E?||Der WS-C3750E-24PD-E trägt das Image IP Services – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP, PIM), IPv6 und Policy-Based Routing. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-24PD-E PoE?||Ja – der WS-C3750E-24PD-E liefert PoE nach IEEE 802.3af (plus Cisco prestandard) an seinen Zugangsports.##Ist der WS-C3750E-24PD-E noch aktuell?||Der WS-C3750E-24PD-E ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-48TD-S,"Lässt sich der WS-C3750E-48TD-S stapeln?||Ja – der WS-C3750E-48TD-S unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-48TD-S?||Der WS-C3750E-48TD-S trägt das Image IP Base – IP Base (SMI): statisches Routing, RIP und EIGRP-Stub. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-48TD-S PoE?||Nein – der WS-C3750E-48TD-S ist ein reiner Datenswitch ohne PoE (für PoE siehe die -PS-/-PD-Modelle der Serie).##Ist der WS-C3750E-48TD-S noch aktuell?||Der WS-C3750E-48TD-S ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-48TD-E,"Lässt sich der WS-C3750E-48TD-E stapeln?||Ja – der WS-C3750E-48TD-E unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-48TD-E?||Der WS-C3750E-48TD-E trägt das Image IP Services – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP, PIM), IPv6 und Policy-Based Routing. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-48TD-E PoE?||Nein – der WS-C3750E-48TD-E ist ein reiner Datenswitch ohne PoE (für PoE siehe die -PS-/-PD-Modelle der Serie).##Ist der WS-C3750E-48TD-E noch aktuell?||Der WS-C3750E-48TD-E ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-48PD-S,"Lässt sich der WS-C3750E-48PD-S stapeln?||Ja – der WS-C3750E-48PD-S unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-48PD-S?||Der WS-C3750E-48PD-S trägt das Image IP Base – IP Base (SMI): statisches Routing, RIP und EIGRP-Stub. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-48PD-S PoE?||Ja – der WS-C3750E-48PD-S liefert PoE nach IEEE 802.3af (plus Cisco prestandard) an seinen Zugangsports.##Ist der WS-C3750E-48PD-S noch aktuell?||Der WS-C3750E-48PD-S ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-48PD-E,"Lässt sich der WS-C3750E-48PD-E stapeln?||Ja – der WS-C3750E-48PD-E unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-48PD-E?||Der WS-C3750E-48PD-E trägt das Image IP Services – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP, PIM), IPv6 und Policy-Based Routing. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-48PD-E PoE?||Ja – der WS-C3750E-48PD-E liefert PoE nach IEEE 802.3af (plus Cisco prestandard) an seinen Zugangsports.##Ist der WS-C3750E-48PD-E noch aktuell?||Der WS-C3750E-48PD-E ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-48PD-SF,"Lässt sich der WS-C3750E-48PD-SF stapeln?||Ja – der WS-C3750E-48PD-SF unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-48PD-SF?||Der WS-C3750E-48PD-SF trägt das Image IP Base – IP Base (SMI): statisches Routing, RIP und EIGRP-Stub. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-48PD-SF PoE?||Ja – der WS-C3750E-48PD-SF liefert PoE nach IEEE 802.3af (plus Cisco prestandard) an seinen Zugangsports.##Ist der WS-C3750E-48PD-SF noch aktuell?||Der WS-C3750E-48PD-SF ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
WS-C3750E-48PD-EF,"Lässt sich der WS-C3750E-48PD-EF stapeln?||Ja – der WS-C3750E-48PD-EF unterstützt Cisco StackWise Plus (64 Gbit/s Stack-Ring) und bündelt bis zu neun Einheiten zu einem logischen Switch mit gemeinsamer Verwaltung.##Welchen Routing-Funktionsumfang hat der WS-C3750E-48PD-EF?||Der WS-C3750E-48PD-EF trägt das Image IP Services – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP, PIM), IPv6 und Policy-Based Routing. Beide Tiers routen in Hardware (Layer 3).##Unterstützt der WS-C3750E-48PD-EF PoE?||Ja – der WS-C3750E-48PD-EF liefert PoE nach IEEE 802.3af (plus Cisco prestandard) an seinen Zugangsports.##Ist der WS-C3750E-48PD-EF noch aktuell?||Der WS-C3750E-48PD-EF ist abgekündigt (End-of-Sale 2011/2014); als ungebrauchte Original-Hardware bleibt er für Ersatz und Bestandserweiterung erhältlich."
