Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
JL700C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL701C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL717C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL702C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL703C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL718C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL704C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL705C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL719C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL706C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL707C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL720C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL708C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL709C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL721C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL710C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL711C,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL722C,,condition,Funktionsattribut,Wertliste,Deutsch,new
