Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
IE-3500H-8T-E,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Layer,L3,2,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Portanzahl,8,3,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Port-Konfiguration,"8× GE-M12 (X-kodiert, 10/100/1000)",4,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Port-Geschwindigkeit,100M/1G,5,Wertliste,Attribut
IE-3500H-8T-E,,Switch,PoE,Nein,7,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Switching-Kapazität,Line-Rate (nicht-blockierend),8,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Durchsatz,Line-Rate,9,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Bauform,"Wandmontage (IP67/IP66, M12, lüfterlos)",10,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Stromversorgung,"Einzelne Stromquelle (Mini-Change-Anschluss, 12–48 VDC; PoE-Modelle 12–54 VDC); IP67-Netzteile separat (PWR-IE-67-Serie)",11,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Kühlung,"Lüfterlos (Konvektionskühlung, keine bewegten Teile)",12,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Stacking,Nein,13,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Betriebstemperatur,-40 bis 75 °C,14,Wertliste,Attribut
IE-3500H-8T-E,,Switch,Anwendung,"Industrie / Schwerlast-IoT-Edge (IP67; OT-Netze, Machine Vision, KI-Analyse, HD-Kameras, WLAN Wi-Fi 6/6E/7; Fertigung, Bahn, Außenbereich) – 8× GE-M12; Wandmontage ohne Schaltschrank, lüfterlos, IP66/IP67 (IEC 60529), Type 4X, -40 bis 75 °C; Layer 3 (Network-Essentials-Lizenz: OSPF, OSPFv3, RIP und PBR); MACsec-256, TSN-Frame-Preemption; Ring-Redundanz REP und MRP; PTP IEEE-1588v2; Cisco IOS XE, Cyber Vision, IOx, ThousandEyes",15,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Layer,L3,2,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Portanzahl,8,3,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Port-Konfiguration,"8× GE-M12 (X-kodiert, 10/100/1000)",4,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Port-Geschwindigkeit,100M/1G,5,Wertliste,Attribut
IE-3500H-8T-A,,Switch,PoE,Nein,7,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Switching-Kapazität,Line-Rate (nicht-blockierend),8,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Durchsatz,Line-Rate,9,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Bauform,"Wandmontage (IP67/IP66, M12, lüfterlos)",10,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Stromversorgung,"Einzelne Stromquelle (Mini-Change-Anschluss, 12–48 VDC; PoE-Modelle 12–54 VDC); IP67-Netzteile separat (PWR-IE-67-Serie)",11,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Kühlung,"Lüfterlos (Konvektionskühlung, keine bewegten Teile)",12,Wertliste,Attribut
IE-3500H-8T-A,,Switch,Stacking,Nein,13,Wertliste,Attribut
